medication_id,Pharma_Class,Generic_name,Drug_Name_Dose,drug_concept_id,frequency,percentage
7646706,Antineoplastic - Antimetabolites - Pyrimidine Analog Combinations,trifluridine tipiracil HCl,TRIFLURIDINE 15 MG-TIPIRACIL 6.14 MG TABLET,35602768,840,57.07%
5475412,Antineoplastic - Antimetabolites - Pyrimidine Analog Combinations,trifluridine tipiracil HCl,LONSURF 20 MG-8.19 MG TABLET,35602770,88,5.98%
6540132,Antineoplastic - Antimetabolites - Pyrimidine Analog Combinations,trifluridine tipiracil HCl,LONSURF 15 MG-6.14 MG TABLET,35602768,78,5.3%
4759544,Antiparkinson Therapy - Anticholinergic Agents,trihexyphenidyl HCl,TRIHEXYPHENIDYL 2 MG TABLET,19011450,5039,4.76%
1161217,Antiparkinson Therapy - Anticholinergic Agents,trihexyphenidyl HCl,TRIHEXYPHENIDYL 5 MG TABLET,19100735,831,0.79%
3525707,Antiparkinson Therapy - Anticholinergic Agents,trihexyphenidyl HCl,TRIHEXYPHENIDYL (ARTANE) 1 MG HALFTAB,40174055,355,0.34%
3958860,Antiparkinson Therapy - Anticholinergic Agents,trihexyphenidyl HCl,TRIHEXYPHENIDYL 0.4 MG ML ORAL ELIXIR,40174047,210,0.2%
5105948,Antiemetic - Dopamine (D2)/5-HT3 Antagonists,trimethobenzamide HCl,TRIMETHOBENZAMIDE 100 MG ML INTRAMUSCULAR SOLUTION,35604480,1250,72.34%
6874686,Antiemetic - Dopamine (D2)/5-HT3 Antagonists,trimethobenzamide HCl,TRIMETHOBENZAMIDE 300 MG CAPSULE,40165375,468,27.08%
8163233,Antibacterial Folate Antagonist Others,trimethoprim,TRIMETHOPRIM 100 MG TABLET,19039090,2588,98.52%
9396245,1st Generation Antihistamine-Decongestant Combinations,triprolidine pseudoephedrine,TRIPROLIDINE-PSEUDOEPHEDRINE 2.5 MG-60 MG TABLET,40237845,72,3.43%
2624960,LHRH (GnRH) Agonist Analog Pit Suppres - Central Precocious Puberty,triptorelin pamoate,TRIPTORELIN PAMOATE (PEDIATRIC) 22.5 MG IM SUSPENSION,40174073,412,11.12%
4051263,Antineoplastic - LHRH (GnRH) Agonist Analog Pituitary Suppressants,triptorelin pamoate,TRIPTORELIN PAMOATE 3.75 MG 2 ML INTRAMUSCULAR SYRINGE,40174069,67,0.09%
7541609,Dermatological Irritants-Counter-Irritant Single Agents,trolamine salicylate,TROLAMINE SALICYLATE 10 % TOPICAL CREAM,46287706,1135,5.91%
6868440,Dermatological Irritants-Counter-Irritant Single Agents,trolamine salicylate,ASPERCREME TOP,"",131,0.68%
9002544,Minerals and Electrolytes - Bicarbonate Producing or Containing Agents,tromethamine,TROMETHAMINE 36 MG ML (0.3 M) INTRAVENOUS SOLUTION,19006048,67,0.06%
9155034,Ophthalmic - Anticholinergics,tropicamide,TROPICAMIDE 1 % EYE DROPS,19039241,59571,60.74%
8230762,Ophthalmic - Anticholinergics,tropicamide,TROPICAMIDE 0.5 % EYE DROPS,19039196,6302,6.43%
1711424,Urinary Antispasmodic - Smooth Muscle Relaxants,trospium chloride,TROSPIUM 20 MG TABLET,40163800,5793,3.65%
1841315,Urinary Antispasmodic - Smooth Muscle Relaxants,trospium chloride,TROSPIUM ER 60 MG CAPSULE EXTENDED RELEASE 24 HR,40162454,4099,2.58%
3501976,Urinary Antispasmodic - Smooth Muscle Relaxants,trospium chloride,SANCTURA XR 60 MG CAPSULE EXTENDED RELEASE,40162454,50,0.03%
4043090,Ophthalmic - Surgical Aids Other,trypan blue,TRYPAN BLUE 0.06 % INTRAOCULAR SYRINGE,19006155,17972,97.4%
9241192,Ophthalmic - Surgical Aids Other,trypan blue,TRYPAN BLUE 0.15 % INTRAOCULAR SYRINGE,19006155,60,0.33%
9325255,Dermatological - Enzyme Combinations Other,trypsin balsam peru castor oil,TRYPSIN-BALSAM-CASTOR OIL TOP,"",62,31.79%
9485097,Dermatological - Enzyme Combinations Other,trypsin balsam peru castor oil,TRYPSIN-BALSAM-CASTOR OIL 0.12 MG-87 MG GRAM TOPICAL SPRAY,45774939,58,29.74%
2361958,Diagnostic Biologicals,tuberculin purif.prot.deriv.,TUBERCULIN PPD 5 TUB. UNIT 0.1 ML INTRADERMAL INJECTION SOLUTION,19058319,18269,98.54%
1020105,Diagnostic Biologicals,tuberculin purif.prot.deriv.,TUBERCULIN PPD 5 TUB. UNIT 0.1 ML INTRADERMAL INJECTION SOLUTION (PYXIS),"",150,0.81%
2295384,Antineoplastic - Epidermal Growth Factor Receptor-2 (HER2) inhibitor,tucatinib,TUCATINIB 150 MG TABLET,1145582,691,66.0%
4176969,Antineoplastic - Epidermal Growth Factor Receptor-2 (HER2) inhibitor,tucatinib,HIC 2000030282 TUCATINIB OR PLACEBO 150 MG TABLETS,1145582,136,12.99%
2618818,Antineoplastic - Epidermal Growth Factor Receptor-2 (HER2) inhibitor,tucatinib,HIC 1603017423 TUCATINIB (ONT-380) OR PLACEBO 150 MG TABLETS,1145582,128,12.23%
1254065,Antineoplastic - Epidermal Growth Factor Receptor-2 (HER2) inhibitor,tucatinib,TUCATINIB 50 MG TABLET,1145586,73,6.97%
4844249,Alternative Therapy - Unclassified,turm ging bos yuc wil cham hor,TURMERIC-GINGER-BOS-YUC-WIL-CHAM-HORSE 100 MG-100 MG-100 MG-125 MG TAB,19004388,1305,0.75%
1705143,Alternative Therapy - Unclassified,turm ging bos yuc wil cham hor,TUMERSAID ORAL,"",242,0.14%
1239954,Alternative Therapy - Unclassified,turmeric,TURMERIC ORAL,"",10226,5.86%
2446643,Alternative Therapy - Unclassified,turmeric,TURMERIC 400 MG CAPSULE,40241181,1941,1.11%
5273568,Alternative Therapy - Unclassified,turmeric,CURCUMIN MISC,"",1848,1.06%
5749270,Alternative Therapy - Unclassified,turmeric,TURMERIC (BULK) MISC,"",1065,0.61%
1697616,Alternative Therapy - Unclassified,turmeric,TURMERIC (BULK) 100 % POWDER,40241181,542,0.31%
4874517,Alternative Therapy - Unclassified,turmeric,TURMERIC (BULK) 95 % POWDER,40241181,486,0.28%
3713185,Alternative Therapy - Unclassified,turmeric,CURCUMIN 95 % POWDER,40241181,79,0.05%
2604230,Alternative Therapy - Unclassified,turmeric ging olive oreg capry,TURMERIC 100 MG-GINGER 150 MG-OLIVE 50 MG-OREG 150 MG-CAPRYL CAPSULE,42899537,1460,0.84%
8181941,Alternative Therapy - Unclassified,turmeric ging olive oreg capry,TUMERIC-GING-OLIVE-OREG-CAPRYL ORAL,"",703,0.4%
9675681,Alternative Therapy - Unclassified,turmeric herbal complex no.278,TURMERIC 150 MG-HERBAL COMPLEX NO.278 CAPSULE,40241181,301,0.17%
3643068,Alternative Therapy - Unclassified,turmeric root extract,TURMERIC ROOT EXTRACT ORAL,"",3368,1.93%
8078187,Alternative Therapy - Unclassified,turmeric root extract,TURMERIC ROOT EXTRACT 500 MG CAPSULE,40241181,1769,1.01%
3791051,Alternative Therapy - Unclassified,turmeric root extract,TURMERIC ROOT EXTRACT 500 MG TABLET,40241181,133,0.08%
1376328,Alternative Therapy - Unclassified,turmeric root extract,TURMERIC ROOT EXTRACT 1 053 MG TABLET,40241181,126,0.07%
7935902,Alternative Therapy - Unclassified,turmeric root extract,TURMERIC ROOT EXTRACT 538 MG CAPSULE,40241181,66,0.04%
9604746,Alternative Therapy - Unclassified,turmeric root ginger root ext,TURMERIC ROOT-GINGER ROOT EXT ORAL,"",88,0.05%
3004986,Alternative Therapy - Unclassified,turmeric turmeric ext pepr ext,TURMERIC 500 MG-BLACK PEPPER EXTRACT 3 MG CAPSULE,19066500,461,0.26%
4645479,Alternative Therapy - Unclassified,turmeric turmeric ext pepr ext,TURMERIC 900 MG-TURMERIC ROOT EXTRACT 100 MG-BLACK PEPPER 5 MG CAPSULE,19066500,103,0.06%
2670004,Alternative Therapy - Unclassified,turmeric turmeric ext pepr ext,TURMERIC-TURMERIC EXT-PEPPER ORAL,"",88,0.05%
6996780,Alternative Therapy - Unclassified,turmeric turmeric root extract,TURMERIC 450 MG-TURMERIC ROOT EXTRACT 50 MG CAPSULE,40241181,462,0.26%
6967290,Alternative Therapy - Unclassified,turmeric turmeric root extract,TURMERIC-TURMERIC ROOT EXTRACT ORAL,"",80,0.05%
9731273,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),typhoid VI polysacch vaccine,TYPHOID VI POLYSACCH VACCINE 25 MCG 0.5 ML INTRAMUSCULAR SYRINGE,19132275,596,4.94%
4613232,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),typhoid VI polysacch vaccine,TYPHOID VI POLYSACCH VACCINE 25 MCG 0.5 ML INTRAMUSCULAR SOLUTION,19132275,91,0.75%
9394173,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),typhoid vacc live attenuated,TYPHOID VACCINE LIVE ATTENUATED 2 BILLION UNIT CAPSULE DELAYED RELEASE,19129379,4644,38.48%
4412465,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),typhoid vacc live attenuated,VIVOTIF 2 BILLION UNIT CAPSULE DELAYED RELEASE,19129379,91,0.75%
7480078,Vaccine Bacterial - Gram Negative Bacilli (Non-Enteric),typhoid vacc live attenuated,VIVOTIF BERNA VACCINE 2 BILLION UNIT CAPSULE DELAYED RELEASE,19129379,51,0.42%
6480642,"Amino Acid-Amino Acid Combinations, Oral",tyrosine,L-TYROSINE ORAL,"",85,15.92%
4144402,"Amino Acids, Single Ingredient, Oral (non-injectable)",tyrosine,TYROSINE ORAL,"",76,0.99%
8907137,Amino Acid - Tyrosine,tyrosine,TYROSINE 500 MG CAPSULE,19006693,75,94.94%
7600206,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 30 MG CAPSULE,43525677,20300,11.63%
5364820,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 100 MG CAPSULE,40241260,11215,6.42%
8888455,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 200 MG CAPSULE,1592985,5319,3.05%
9325765,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 10 MG CAPSULE,1351116,3726,2.13%
9972621,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10  50 MG CAPSULE,1351144,3047,1.75%
7578866,Alternative Therapy - Unclassified,ubidecarenone,CO Q-10 ORAL,"",2759,1.58%
2312815,Alternative Therapy - Unclassified,ubidecarenone,COQ-10 ORAL,"",1856,1.06%
4492202,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 ORAL,"",1074,0.62%
9062292,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 100 MG TABLET,1351215,1022,0.59%
7616618,Alternative Therapy - Unclassified,ubidecarenone,CO Q-10 100 MG CAPSULE,1351153,683,0.39%
5775901,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10  400 MG CAPSULE,1592987,504,0.29%
2987538,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 300 MG CAPSULE,19103480,468,0.27%
1773169,Alternative Therapy - Unclassified,ubidecarenone,CO Q-10 10 MG CAPSULE,1351116,280,0.16%
7170402,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10  60 MG CAPSULE,19020361,222,0.13%
1100987,Alternative Therapy - Unclassified,ubidecarenone,CO Q-10 200 MG CAPSULE,19065475,211,0.12%
6715190,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 100 MG CHEWABLE TABLET,40234260,157,0.09%
3964751,Dietary Product - Dietary Supplements,ubidecarenone,COENZYME Q10 (BULK) MISC,"",124,0.16%
4354379,Alternative Therapy - Unclassified,ubidecarenone,COQ-10 100 MG CAPSULE,1351153,122,0.07%
9124529,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 100 MG ML ORAL LIQUID,42801244,110,0.06%
6027631,Alternative Therapy - Unclassified,ubidecarenone,CO Q-10 300 MG CAPSULE,19103480,106,0.06%
6586541,Alternative Therapy - Unclassified,ubidecarenone,H2Q COQ10 ORAL,"",99,0.06%
5739134,Alternative Therapy - Unclassified,ubidecarenone,ULTRA COQ10 ORAL,"",96,0.05%
7048267,Vitamin Combinations,ubidecarenone,COENZYME Q10 100 MG ORAL WAFER,19058282,75,96.15%
3277586,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 150 MG CAPSULE,1351145,66,0.04%
1588836,Alternative Therapy - Unclassified,ubidecarenone,COENZYME Q10 10 MG TABLET,1351117,55,0.03%
9388398,Alternative Therapy - Unclassified,ubidecarenone omega-3 vit E,COQ-10 & FISH OIL ORAL,"",51,0.03%
2214650,Alternative Therapy - Unclassified,ubidecarenone red yeast rice,CO Q10-RED YEAST RICE ORAL,"",97,0.06%
2122000,Alternative Therapy - Unclassified,ubidecarenone red yeast rice,COENZYME Q10-RED YEAST RICE 25 MG-600 MG CAPSULE,42707494,53,0.03%
4843340,Alternative Therapy - Unclassified,ubidecarenone vit E acet,COENZYME Q10-VITAMIN E 100 MG-5 UNIT CAPSULE,19121379,1069,0.61%
8733975,Alternative Therapy - Unclassified,ubidecarenone vit E acet,CO Q-10 (WITH VIT E) ORAL,"",82,0.05%
2799340,Alternative Therapy - Unclassified,ubidecarenone vitamin E,COENZYME Q10-VITAMIN E ORAL,"",96,0.05%
9525893,Alternative Therapy - Unclassified,ubidecarenone vitamin E mixed,COQ10 SG 100 ORAL,"",892,0.51%
6937252,Alternative Therapy - Unclassified,ubidecarenone vitamin E mixed,COENZYME Q10-VITAMIN E 100 MG-100 UNIT CAPSULE,19066127,167,0.1%
6127882,Alternative Therapy - Unclassified,ubiquinol,COQ10 (UBIQUINOL) ORAL,"",2739,1.57%
4972602,Alternative Therapy - Unclassified,ubiquinol,COENZYME Q10 (UBIQUINOL) 100 MG CAPSULE,42707716,871,0.5%
3796168,Alternative Therapy - Unclassified,ubiquinol,COENZYME Q10 (UBIQUINOL) 200 MG CAPSULE,40172836,338,0.19%
1332459,Alternative Therapy - Unclassified,ubiquinol,UBIQUINOL (BULK) MISC,"",119,0.07%
4028397,Alternative Therapy - Unclassified,ubiquinol B12 FA resveratrol,UBIQUINOL 200 MG-B12 5 MG-FOLIC ACID 0.8 MG-RESVERATROL 400 MG CAPSULE,19101786,65,0.04%
3469006,Alternative Therapy - Unclassified,ubiquinone,UBIQUINONE ORAL,"",276,0.16%
2775596,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),ubrogepant,UBRELVY 100 MG TABLET,37498255,8474,15.43%
8020887,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),ubrogepant,UBROGEPANT 100 MG TABLET,37498255,3814,6.95%
4387225,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),ubrogepant,UBRELVY 50 MG TABLET,37498259,3583,6.53%
5342274,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),ubrogepant,UBROGEPANT 50 MG TABLET,37498259,1667,3.04%
5428569,Migraine Therapy - CGRP Receptor Blockers (gepants and mAb),ubrogepant,UBRELVY ORAL,"",126,0.23%
9104150,Emergency Contraceptives,ulipristal acetate,ULIPRISTAL 30 MG TABLET,40224656,3548,27.69%
3106727,Emergency Contraceptives,ulipristal acetate,ELLA 30 MG TABLET,40224656,550,4.29%
8477474,Asthma/COPD Therapy - Beta Adrenergic-Anticholinergic Combinations,umeclidinium brm vilanterol tr,ANORO ELLIPTA 62.5 MCG-25 MCG ACTUATION POWDER FOR INHALATION,44785911,14954,3.43%
5553794,Asthma/COPD Therapy - Beta Adrenergic-Anticholinergic Combinations,umeclidinium brm vilanterol tr,UMECLIDINIUM 62.5 MCG-VILANTEROL 25 MCG ACTUATION POWDR FOR INHALATION,44785912,8755,2.01%
3845837,Asthma/COPD Therapy - Beta Adrenergic-Anticholinergic Combinations,umeclidinium brm vilanterol tr,ANORO ELLIPTA INHL,"",755,0.17%
1736601,"Asthma/COPD - Anticholinergic Agents, Inhaled Long Acting",umeclidinium bromide,INCRUSE ELLIPTA 62.5 MCG ACTUATION POWDER FOR INHALATION,45774871,8735,5.28%
8758657,"Asthma/COPD - Anticholinergic Agents, Inhaled Long Acting",umeclidinium bromide,UMECLIDINIUM 62.5 MCG ACTUATION BLISTER POWDER FOR INHALATION,45775242,5818,3.52%
6501146,"Asthma/COPD - Anticholinergic Agents, Inhaled Long Acting",umeclidinium bromide,INCRUSE ELLIPTA INHL,"",336,0.2%
6741230,Medical Supplies and DME - Incontinence Supplies,underpads,UNDERPADS 23  X 36,"",829,6.01%
6683328,Medical Supplies and DME - Incontinence Supplies,underpads,UNDERPADS,45218940,765,5.54%
6257849,Medical Supplies and DME - Incontinence Supplies,underpads,UNDERPADS 30  X 36,44844003,318,2.3%
9529212,Medical Supplies and DME - Incontinence Supplies,underpads,UNDERPADS 30  X 30,"",82,0.59%
3052445,Medical Supplies and DME - Incontinence Supplies,underpads,UNDERPADS 2.6 X 2.9 FEET,"",73,0.53%
5133013,"Ophthalmic-Intraocular Pressure Reducing Agents, Prostaglandin Analogs",unoprostone isopropyl,UNOPROSTONE ISOPROPYL 0.15 % EYE DROPS,915831,83,0.06%
5622110,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,UPADACITINIB ER 15 MG TABLET EXTENDED RELEASE 24 HR,1361708,2467,8.97%
3599781,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,RINVOQ 30 MG TABLET EXTENDED RELEASE,1361580,968,3.52%
5971894,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,RINVOQ 15 MG TABLET EXTENDED RELEASE,1361708,610,2.22%
4633438,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,RINVOQ 45 MG TABLET EXTENDED RELEASE,1361580,535,1.95%
7460547,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,UPADACITINIB ER 45 MG TABLET EXTENDED RELEASE 24 HR,1361580,431,1.57%
4987835,DMARD - Janus Kinase (JAK) Inhibitors,upadacitinib,UPADACITINIB ER 30 MG TABLET EXTENDED RELEASE 24 HR,1361580,403,1.47%
3187491,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 40 % TOPICAL CREAM,907301,7780,48.21%
3234420,Dermatological - Emollients,urea,UREA 20 % TOPICAL CREAM,907036,2641,1.5%
7439286,Diuretic - Osmotic,urea,UREA 15 GRAM ORAL POWDER PACKET,45774891,2226,10.2%
5484333,Dermatological - Emollients,urea,UREA 10 % LOTION,907041,711,0.4%
1338580,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 40 % LOTION,19127844,671,4.16%
1884899,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 39.5 % TOPICAL CREAM,45774891,509,3.15%
9812274,Dermatological - Emollients,urea,UREA 10 % TOPICAL CREAM,907066,316,0.18%
3793085,Dermatological - Keratolytic-Antimitotic Single Agents,urea,X-VIATE 40 % TOPICAL CREAM,19123040,118,0.73%
1184791,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 39 % TOPICAL CREAM,40236944,106,0.66%
8136159,Dermatological - Emollients,urea,UREA 40 % TOPICAL OINTMENT,907071,104,0.06%
4810547,Bulk Chemicals,urea,UREA (BULK) 100 % POWDER,45774891,100,0.24%
6154354,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 45 % TOPICAL GEL,42708033,98,0.61%
8143102,Diuretic - Osmotic,urea,URE-NA 15 GRAM ORAL POWDER PACKET,45774891,56,0.26%
4432282,Dermatological - Keratolytic-Antimitotic Single Agents,urea,REA LO 40 TOPICAL CREAM,45774500,55,0.34%
4336435,Dermatological - Keratolytic-Antimitotic Single Agents,urea,UREA 40 % TOPICAL GEL,907293,51,0.32%
5917942,Dermatological - Emollient Mixtures,urea alpha hydroxy acids,UREA 10 %-ALPHA HYDROXY ACIDS 4 % TOPICAL CREAM,19132246,71,0.12%
2985755,"Medical Supply, FDB Superset",urine acetone test strips,ACETONE (URINE) TEST STRIPS,"",4132,13.23%
9902469,"Medical Supply, FDB Superset",urine acetone test strips,KETONE URINE TEST STRIPS,"",2017,6.46%
1470840,"Medical Supply, FDB Superset",urine acetone test strips,KETOSTIX STRIPS,44958659,1756,5.62%
8447426,"Medical Supply, FDB Superset",urine acetone test strips,TRUEPLUS KETONE STRIPS,"",314,1.01%
4136154,"Medical Supply, FDB Superset",urine acetone test strips,KETONE CARE STRIPS,44916032,214,0.69%
8515028,Diagnostic - Urine Test Others,urine albumin test,ALBUMIN (URINE) TEST STRIPS,"",385,66.61%
1661425,Diagnostic - Urine Test Others,urine albumin test,ALBUSTIX REAGENT STRIPS,"",192,33.22%
7050947,Medical Supplies and DME - Urine Glucose-Acetone Combination Tests,urine glucose-acet test strip,URINE GLUCOSE-KETONES TEST STRIPS,"",270,78.95%
4681220,Medical Supplies and DME - Urine Glucose-Acetone Combination Tests,urine glucose-acet test strip,KETO-DIASTIX STRIPS,"",71,20.76%
2145947,Gallstone Solubilizing (Litholysis) Agents,ursodiol,URSODIOL 300 MG CAPSULE,40165336,15222,45.41%
1226681,Gallstone Solubilizing (Litholysis) Agents,ursodiol,URSODIOL 250 MG TABLET,40165332,9306,27.76%
8071062,Gallstone Solubilizing (Litholysis) Agents,ursodiol,URSODIOL 500 MG TABLET,40165343,8097,24.15%
6817056,Gallstone Solubilizing (Litholysis) Agents,ursodiol,URSODIOL 60 MG ML SUSP,40165332,2504,7.47%
8048817,Gallstone Solubilizing (Litholysis) Agents,ursodiol,URSODIOL ORAL,"",160,0.48%
3449513,Gallstone Solubilizing (Litholysis) Agents,ursodiol,ACTIGALL ORAL,"",54,0.16%
5465516,Bulk Chemicals,ursodiol,URSODIOL (BULK) 100 % POWDER,988095,50,0.12%
8125597,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,USTEKINUMAB 90 MG ML SUBCUTANEOUS SYRINGE,40160960,6761,50.86%
7280713,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,USTEKINUMAB 45 MG 0.5 ML SUBCUTANEOUS SYRINGE,40160988,3984,29.97%
7676075,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,STELARA 90 MG ML SUBCUTANEOUS SYRINGE,40160960,1577,11.86%
9512031,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,STELARA 45 MG 0.5 ML SUBCUTANEOUS SYRINGE,40160988,677,5.09%
4886494,"Inflammatory Bowel Agent -  Interleukin-12 and IL-23 Inhibitors, MC Ab",ustekinumab,USTEKINUMAB 130 MG 26 ML INTRAVENOUS SOLUTION,1718933,657,83.8%
9451422,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,STELARA SUBQ,"",229,1.72%
7252068,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,USTEKINUMAB 45 MG 0.5 ML SUBCUTANEOUS SOLUTION,46234170,176,1.32%
6193585,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",ustekinumab,STELARA 45 MG 0.5 ML SUBCUTANEOUS SOLUTION,46234170,79,0.59%
9233605,"Inflammatory Bowel Agent -  Interleukin-12 and IL-23 Inhibitors, MC Ab",ustekinumab,STELARA IV,"",73,9.31%
1240000,"Inflammatory Bowel Agent -  Interleukin-12 and IL-23 Inhibitors, MC Ab",ustekinumab,STELARA 130 MG 26 ML INTRAVENOUS SOLUTION,1718933,62,7.91%
6076523,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALACYCLOVIR 500 MG TABLET,19010431,120425,35.08%
1952395,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALACYCLOVIR 1 GRAM TABLET,1717706,118327,34.47%
1170292,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALTREX 500 MG TABLET,19010431,2787,0.81%
9964617,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALTREX ORAL,"",1327,0.39%
2387205,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALTREX 1 GRAM TABLET,1717706,876,0.26%
1381937,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALACYCLOVIR ORAL,"",610,0.18%
5375151,Herpes Antiviral Agent - Purine Analogs,valacyclovir HCl,VALACYCLOVIR 50 MG ML ORAL SUSPENSION,19010431,80,0.02%
5563107,Movement Disorder Drug Therapy,valbenazine tosylate,VALBENAZINE 40 MG CAPSULE,35201880,669,15.21%
9065293,Movement Disorder Drug Therapy,valbenazine tosylate,VALBENAZINE 80 MG CAPSULE,35201880,634,14.42%
5385951,Movement Disorder Drug Therapy,valbenazine tosylate,INGREZZA 60 MG CAPSULE,1536866,306,6.96%
6638829,Movement Disorder Drug Therapy,valbenazine tosylate,INGREZZA 80 MG CAPSULE,792682,196,4.46%
3012474,Movement Disorder Drug Therapy,valbenazine tosylate,INGREZZA 40 MG CAPSULE,1593860,163,3.71%
9235263,Movement Disorder Drug Therapy,valbenazine tosylate,VALBENAZINE 60 MG CAPSULE,1536866,60,1.36%
5902040,Alternative Therapy - Unclassified,valerian,VALERIAN ORAL,"",206,0.12%
8559322,Alternative Therapy - Unclassified,valerian root,VALERIAN ROOT ORAL,"",268,0.15%
4907712,Alternative Therapy - Unclassified,valerian root,VALERIAN ROOT 500 MG CAPSULE,1397059,53,0.03%
3448995,Alternative Therapy - Unclassified,valerian root,VALERIAN ROOT 450 MG CAPSULE,1397059,51,0.03%
7076667,CMV Antiviral Agent - Nucleoside Analogs,valganciclovir HCl,VALGANCICLOVIR 450 MG TABLET,1703064,9230,89.61%
5861181,CMV Antiviral Agent - Nucleoside Analogs,valganciclovir HCl,VALGANCICLOVIR 50 MG ML ORAL SOLUTION,40166692,1126,10.93%
3406380,CMV Antiviral Agent - Nucleoside Analogs,valganciclovir HCl,VALCYTE 450 MG TABLET,1703064,101,0.98%
1682505,CMV Antiviral Agent - Nucleoside Analogs,valganciclovir HCl,VALCYTE ORAL,"",51,0.5%
3038041,"Amino Acids, Single Ingredient, Oral (non-injectable)",valine suppl in carbohydrate,VALINE AMINO ACID SUPPLEMENT 50 MG 4 GRAM ORAL PACKET,19007572,56,0.73%
7128220,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid,VALPROIC ACID 250 MG CAPSULE,40238009,2176,1.35%
3303082,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid,VALPROIC ACID ORAL,"",87,0.05%
2299386,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid,VALPROIC ACID 500 MG CAPSULE DELAYED RELEASE,40238022,55,0.03%
3746765,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid (as sodium salt),VALPROATE SODIUM 500 MG 5 ML (100 MG ML) INTRAVENOUS SOLUTION,40237994,6093,3.77%
7091645,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid (as sodium salt),VALPROIC ACID (AS SODIUM SALT) 250 MG 5 ML (5 ML) ORAL SOLUTION,40238018,5410,3.35%
7644437,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid (as sodium salt),VALPROIC ACID (AS SODIUM SALT) 250 MG 5 ML ORAL SOLUTION,40238018,4976,3.08%
5082066,Anticonvulsant - Carboxylic Acid Derivatives,valproic acid (as sodium salt),DEPAKENE 250 MG 5 ML ORAL SOLUTION,40238018,78,0.05%
4435964,Antineoplastic Antibiotic - Anthracyclines,valrubicin,VALRUBICIN 40 MG ML INTRAVESICAL SOLUTION,19068721,57,0.15%
5499326,Angiotensin II Receptor Blockers (ARBs),valsartan,VALSARTAN 160 MG TABLET,1308877,56076,4.93%
3153315,Angiotensin II Receptor Blockers (ARBs),valsartan,VALSARTAN 80 MG TABLET,1308876,42498,3.74%
8340653,Angiotensin II Receptor Blockers (ARBs),valsartan,VALSARTAN 320 MG TABLET,19098303,36100,3.17%
