procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
6585860,"","",LAB8818,ZZZEPILEPSY AUTOIMMUNE EVALUATION  CSF     (YH),221,0.0%,"","","",""
9306188,"","",LAB9210,ZZZINACTIVEBACTERIAL OVERGROWTH TEST     (LMW),221,0.0%,"","","",""
7093212,"","",LAB36888,CRYOPRESERVED SEMEN ALLOTMENT,221,0.0%,"","","",""
1036053,"","",IMG292,MRA PELVIS WO CONTRAST(GH YH BH LM WH),221,0.0%,"","","",""
8944455,"","",LAB7480,CULTURE  AEROBIC BACTERIA WITH GRAM STAIN     (Q),221,0.0%,"","","",""
4388424,"","",GI15,ENDOSCOPY  SMALL BOWEL,220,0.0%,"","","",""
6850157,"","",LAB2996,TREPONEMA PALLIDUM ANTIBODY  IFA  CSF (BH GH LMW),220,0.0%,"","","",""
8543526,"","",EQ144,WOUND VACUUM SYSTEM,220,0.0%,"","","",""
8321239,"","",IMG4289,CT CHEST W ABDOMEN W WO IV CONTRAST (BHOR WH),219,0.0%,"","","",""
7114416,"","",CON309,IP CONSULT TO FACIAL TRAUMA SURGERY,219,0.0%,"","","",""
6232070,"","",OPH139808,CIRRUS PACHYMETRY - OU- BOTH EYES,219,0.0%,"","","",""
9908649,"","",LAB4725,BCR-ABL1 P190 QUANT.  BONE MARROW     (YH),219,0.0%,"","","",""
3319331,"","",IMG3171,US ASPIRATION INJECTION MINOR JOINT RIGHT,218,0.0%,"","","",""
7184808,"","",LAB5,ZZZCONVENTIONAL PAP SMEAR  SCREENING     (L),218,0.0%,"","","",""
6672287,"","",IMG3946,NR FL SI JOINT INJECTION (YH),218,0.0%,"","","",""
7359599,"","",NUR2268,STATE BEHAVIORAL SCALE (SBS) ASSESS,218,0.0%,"","","",""
7199046,"","",EKG5,EKG WITH RHYTHM STRIP,217,0.0%,"","","",""
5890801,"","",IMG3236,US EXTREMITY NON VASCULAR LIMITED (BACK OFFICE)(YHC),217,0.0%,"","","",""
8905407,"","",LAB6455,LAMELLAR BODIES  AMNIOTIC FLUID     (BH GH YH),216,0.0%,"","","",""
7136282,"","",IMG4946,EXTREMITY FL,216,0.0%,"","","",""
5900494,"","",IMG4431,US EXTREMITY NON VASC AXILLARY,216,0.0%,"","","",""
3513737,"","",IMG3409,OSF PET TUMOR IMAG METABOLIC EVAL,216,0.0%,"","","",""
6263769,"","",LAB6882,PANCRAGEN PLUS GNAS  CYST FLUID (YH),216,0.0%,"","","",""
4628078,"","",NUR2269,INITIATE PICU CONTINUOUS SEDATION PROTOCOL,216,0.0%,"","","",""
8071397,"","",NEU100,EEG RESULT,215,0.0%,"","","",""
8346016,"","",CON174,IP CONSULT TO UTILIZATION MANAGEMENT,215,0.0%,"","","",""
8556035,"","",IMG3881,CT HIP BILATERAL WO IV CONTRAST(YH BH YHC LM WH),215,0.0%,"","","",""
9395693,"","",NEU198,EEG 2 HOUR WITH VIDEO MONITORING,215,0.0%,"","","",""
5797109,"","",IMG3246,CT ARTHROGRAM KNEE RIGHT W CONTRAST (GH BH YH),214,0.0%,"","","",""
6130083,"","",IMG2261,XR HIP 1 VIEW,214,0.0%,"","","",""
8795017,"","",IMG5070,CT 2D RECONSTRUCTION FACIAL BONES (YH LM WH),214,0.0%,"","","",""
8027918,"","",EQ28,BREAST PUMP,214,0.0%,"","","",""
4208029,"","",IMG3532,CT GUIDED NEEDLE BIOPSY ADRENAL GLAND LEFT,213,0.0%,"","","",""
7792532,"","",IMG4898,CT ED CHEST ABDOMEN WO IV CONTRAST,213,0.0%,"","","",""
9894063,"","",IMG2754,CT CLAVICLE SC JOINT AC JOINT LEFT WO IV CONTRAST,213,0.0%,"","","",""
7906960,"","",IMG1125,CT GUIDED THORACENTESIS RIGHT,213,0.0%,"","","",""
4402604,"","",CON282,IP CONSULT TO ONCOLOGY PATIENT NAVIGATOR,213,0.0%,"","","",""
2317765,"","",NEU140,EMG NERVE CONDUCTION STUDY (YM NEUROLOGY-MILFORD ONLY),212,0.0%,"","","",""
4883980,"","",NUR579,AF  DOXORUBICIN TREATMENT CONDITIONS,212,0.0%,"","","",""
1781771,"","",IMG2842,CT PELVIS BONE W IV CONTRAST (YH YHC BHOR LM WH),211,0.0%,"","","",""
7793945,"","",NUR11470,ZZZRETIRED RISK MANAGEMENT OBSERVATION 1:1-SAFETY TO SELF,211,0.0%,"","","",""
5190252,"","",IMG4958,XR KNEE BILATERAL AP AXIAL AND TUNNEL (YH),211,0.0%,"","","",""
1616373,"","",REF240,AMB REFERRAL TO ATHLETIC MEDICINE,211,0.0%,"","","",""
1878398,"","",IMG1712,US SOFT TISSUE MSK FOREARM BILATERAL(BH YH GH YHC LM),211,0.0%,"","","",""
7413017,"","",99080,NEMG CAMP SCHOOL FORMS 1-5 PAGES,211,0.0%,"","","",""
6908315,"","",LAB4779,H. SIMPLEX 1 AND 2  PCR     (GH),211,0.0%,"","","",""
9960545,"","",LAB4268,URIC ACID  BODY FLUID     (GH L LMW),211,0.0%,"","","",""
8490637,"","",1152000007,HIC INFORMATION 7,211,0.0%,"","","",""
8768292,"","",CON310,IP CONSULT TO TRAUMA SURVIVOR PEER VISITORS,210,0.0%,"","","",""
3409546,"","",IMG2351,US GUIDED ABDOMEN BIOPSY (BH GH LM WH),210,0.0%,"","","",""
8153720,"","",LAB11819,AMBRY CANCERNEXT-EXPANDED +RNAINSIGHT  LAVENDER (BH GH LMW YH),209,0.0%,"","","",""
1933814,"","",PR803,PROC NASOPHARYNGOSCOPY,209,0.0%,"","","",""
3392083,"","",115800P,IBRUTINIB TREATMENT CONDITION,209,0.0%,"","","",""
2822064,"","",LAB11838,AMBRY CANCERNEXT-EXPANDED +RNAINSIGHT  PAX RNA (BH GH LMW YH),209,0.0%,"","","",""
1900838,"","",HAH8,IP CONSULT FOR HOME HOSPITAL - HOME CARE AIDE,209,0.0%,"","","",""
1574908,"","",LAB10310,FUNGITELL BAL (BH GH LMW YH),208,0.0%,"","","",""
5819985,"","",IMG453,NM CSF CISTERNOGRAM(LM YH GH BH),208,0.0%,"","","",""
3753125,"","",IMG4035,MAMMO ADDITIONAL VIEWS TOMO RIGHT GBA (GH),208,0.0%,"","","",""
8405613,"","",IMG3655,US GUIDED ASPIRATION HIP RIGHT,208,0.0%,"","","",""
4415280,"","",SLP16,SLP LARYNGECTOMY EVALUATION,208,0.0%,"","","",""
4847711,"","",IMG535,US OB DETAIL FETAL ANATOMY EACH ADDITIONAL GESTATION (YH LM),208,0.0%,"","","",""
3616256,"","",NMC4392,NM CARD EXAM NOT PERFORMED,208,0.0%,"","","",""
7152554,"","",D5211,L  FH LAB D5211L,207,0.0%,"","","",""
7312387,"","",115014,INTERFERON ALFA-2B TREATMENT CONDITION,207,0.0%,"","","",""
1144771,"","",LAB10726,MYOTONIC DYSTROPHY (DNA LAB)  (YMG),207,0.0%,"","","",""
5429841,"","",LAB3505,STOOL CULTURE - ACID FAST     (YH),207,0.0%,"","","",""
5411123,"","",115101,IFOSFAMIDE ADVANCEMENT,207,0.0%,"","","",""
1398972,"","",MYC2121,ENROLL PATIENT IN LUMBAR LAMINECTOMY,207,0.0%,"","","",""
4688442,"","",IMG447,NM BRAIN SCAN COMPLETE W VASCULAR FLOW (BH YH GH),206,0.0%,"","","",""
7568762,"","",IMG3922,OSF NM TUMOR,206,0.0%,"","","",""
4542971,"","",OPH3690,PROPHYLAXIS OF RETINAL DETATCHMENT  LASER  OD RT,206,0.0%,"","","",""
1131963,"","",MYC2017,ENROLL PATIENT IN BH HIP CARE COMPANION,206,0.0%,"","","",""
8672681,"","",IMG3308,OSF URETHROGRAM,206,0.0%,"","","",""
6578113,"","",NUR3000,EVENT MONITOR HOOK UP,206,0.0%,"","","",""
1902565,"","",NUR322,EMPTY POUCH,205,0.0%,"","","",""
8898768,"","",NUR1252,TRANSFUSE MT CRYOPRECIPITATE YH BH SR,205,0.0%,"","","",""
7515051,"","",LAB4864,SEND OUT RAPID GROWER SUSCEPTIBILITIES     (YH),204,0.0%,"","","",""
9859924,"","",IMG2232,X-RAY NEWBORN CHEST AND ABDOMEN (2 VIEWS),204,0.0%,"","","",""
6986331,"","",LAB3042,HCG  TOTAL  CSF     (YH),204,0.0%,"","","",""
4201652,"","",IMG3391,OSF MRI BREAST LEFT,204,0.0%,"","","",""
7085365,"","",CON125,ZZZRETIRED IP CONSULT TO WOUND CLINIC,204,0.0%,"","","",""
5915196,"","",115010,PLUVICTO TREATMENT CONDITIONS,204,0.0%,"","","",""
9976696,"","",IMG1122,CT GUIDED NEEDLE BIOPSY PERITONEUM,204,0.0%,"","","",""
7894074,"","",IMG4818,NR MAMMO SPECIMEN IN DEPT RIGHT,204,0.0%,"","","",""
1303865,"","",IMG2732,MRI GUIDED NEEDLE LOCALIZATION BREAST RIGHT(BH YH GH LM),203,0.0%,"","","",""
6754554,"","",DER13,INTRALESIONAL INJECTIONS,203,0.0%,"","","",""
4515989,"","",IMG5002,US PELVIS COMPLETE W CONTRAST (LM),203,0.0%,"","","",""
9084180,"","",NUR9090,SPECIALTY BED ORDER,203,0.0%,"","","",""
1195725,"","",RT83,AIRWAY CLEARANCE,203,0.0%,"","","",""
2460348,"","",115000103,TAFASITAMAB-CXIX TREATMENT CONDITIONS,203,0.0%,"","","",""
5228304,"","",IMG2962,US MFM AMNIOCENTESIS THERAPEUTIC(PERI ONLY)(GH YH BH LM),203,0.0%,"","","",""
5654902,"","",IMG4814,NEURO EMG US,202,0.0%,"","","",""
2896916,"","",IMG1137,MRI GUIDED NEEDLE LOCALIZATION BREAST LEFT(BH YH GH LM),202,0.0%,"","","",""
7511440,"","",NEU204,EMG NERVE CONDUCTION STUDY (OLD SAYBROOK ONLY),202,0.0%,"","","",""
4059388,"","",LAB3781,FECAL GLOBIN (INSURE)     (GH),202,0.0%,"","","",""
4469145,"","",IMG4279,FL INJ PRE CT MYELOGRAM CERV C1 C2(YH LM WH),202,0.0%,"","","",""
3992123,"","",LAB10065,ZZZDEMENTIA-AUTOIMMUNE EVALUATION  CSF (YH),202,0.0%,"","","",""
9888259,"","",LAB3790,CRYPTOCOCCAL ANTIGEN TITER (LAB ORDER ONLY)   (YH),201,0.0%,"","","",""
1652631,"","",GI4,ENDOSCOPY  ANUS,201,0.0%,"","","",""
9454808,"","",SLE126,NON-DISCRETIONAL SPLIT SLEEP STUDY,201,0.0%,"","","",""
5593179,"","",EKG22,PLETHYSMOGRAPHY OF THE LIMBS,201,0.0%,"","","",""
2056968,"","",COR18,ANOTHER INFECTION,201,0.0%,"","","",""
8722935,"","",RT1,WEANING PARAMETERS,201,0.0%,"","","",""
8043702,"","",LAB10350,POWASSAN VIRUS TESTING (YH),201,0.0%,"","","",""
5823679,"","",IMG5129,MRI BRAIN VESSEL WALL WITHOUT WITH CONTRAST AND NONCONTRAST MRA,201,0.0%,"","","",""
1324143,"","",IMG1729,CT RADIUS ULNA LEFT W IV CONTRAST,201,0.0%,"","","",""
7663832,"","",IMG3468,MRI TIBIA FIBULA BILATERAL WO IV CONTRAST (BH YH YHC),201,0.0%,"","","",""
6030347,"","",IMG3237,US EXTREMITY NON VASCULAR COMPLETE (BACK OFFICE)(YHC),201,0.0%,"","","",""
7766211,"","",PRO11,BIOPSY ENDOMETRIAL,201,0.0%,"","","",""
5348532,"","",OPH454,A-SCAN ULTRASOUND BIOMETRY - OD - RIGHT EYE,200,0.0%,"","","",""
8567729,"","",ECH116,PEDI ECHO 2D LTD CONG ANOMALY W DOPPLER IF INDICATED 3D,200,0.0%,"","","",""
9141024,"","",IMG1694,US INTESTINES,200,0.0%,"","","",""
5521693,"","",IMG306,MRI HEEL RIGHT WO IV CONTRAST(GH YH BH YHC LM),200,0.0%,"","","",""
9104863,"","",IMG3496,NM EXAM NOT PERFORMED   INCOMPLETE (BH GH),200,0.0%,"","","",""
4129644,"","",IMG3388,OSF MRI HEART,200,0.0%,"","","",""
6790788,"","",OPH900,ULTRASOUND BIOMICROSCOPY - OU - BOTH EYES,199,0.0%,"","","",""
6977547,"","",LAB11795,POST TRXN PHASE2 (BH GH LMW YH),199,0.0%,"","","",""
7549057,"","",IMG3245,CT ARTHROGRAM KNEE LEFT W CONTRAST (GH BH YH),199,0.0%,"","","",""
5852752,"","",IMG1420,MRA LOWER EXTREMITY LEFT W AND WO IV CONTRAST(GH YH BH LM),199,0.0%,"","","",""
1069790,"","",LAB2623,ARC REFERENCE SAMPLE     (BH),199,0.0%,"","","",""
9692679,"","",EQ135,WALKER STANDARD,198,0.0%,"","","",""
5994987,"","",LAB2642,B. BURGDORFERI AB  IGM BY WB  CSF     (YH),198,0.0%,"","","",""
6777008,"","",IMG3393,OSF MRI LUMBAR SPINE ORTHOPAEDIC,197,0.0%,"","","",""
3362392,"","",IMG4956,MRI GUIDED PROSTATE ABLATION W WO IV CONTRAST (YH),197,0.0%,"","","",""
5060895,"","",IMG4840,NM INF DUAL ISO TAGGED WBC BONE MARROW SPECT-CT(YH LM),197,0.0%,"","","",""
6298380,"","",CON272,INPATIENT CONSULT TO GASTROINTESTINAL SURGERY,197,0.0%,"","","",""
6006488,"","",IMG322,MRA ABDOMEN WO CONTRAST (LM YH),197,0.0%,"","","",""
6360939,"","",CAR17,CARDIAC DEV MONITORING IMPLANT LOOP RECORDER,197,0.0%,"","","",""
2815488,"","",OPH455,A-SCAN ULTRASOUND BIOMETRY - OS - LEFT EYE,196,0.0%,"","","",""
7142439,"","",CON152,IP CONSULT TO GERIATRIC NURSE,196,0.0%,"","","",""
8783127,"","",AUD16,ELECTROCOCHLEOGRAPHY,196,0.0%,"","","",""
1859873,"","",IMG2751,CT CLAVICLE SC JOINT AC JOINT BILAT WO IV CONTRAST,196,0.0%,"","","",""
3223791,"","",LAB2637,ZZZB CELL GENE REARRANGEMENT  BONE MARROW     (YH),196,0.0%,"","","",""
1342762,"","",LAB7248,CORTISOL  SALIVA  LC MS MS  SAMPLE 2     (Q),196,0.0%,"","","",""
7967886,"","",OPH369,PROPHYLAXIS OF RETINAL DETACHMENT  LASER - OD - RIGHT EYE,196,0.0%,"","","",""
6524689,"","",CON1501,IP CONSULT TO PNBIM BLOCK,196,0.0%,"","","",""
6558376,"","",IMG4944,ABDOMEN US,196,0.0%,"","","",""
9892744,"","",LAB7247,CORTISOL  SALIVA  LC MS MS  SAMPLE 1     (Q),196,0.0%,"","","",""
6960208,"","",NEU164,VEP- VISUAL EVOKED POTENTIAL (YNH),196,0.0%,"","","",""
6662768,"","",LAB3597,UREA NITROGEN  FLUID     (GH YH),195,0.0%,"","","",""
6201465,"","",ECH121,PEDI ECHO 2D LTD W CFI IF INDICATED 3D,195,0.0%,"","","",""
9161765,"","",LAB4542,ADENOVIRUS AG DETECTION  GASTROENTERITIS  EIA     (Q),195,0.0%,"","","",""
4198337,"","",11501133,MELPHALAN TREATMENT CONDITION (CENTRAL LINE),193,0.0%,"","","",""
3821451,"","",IMG5120,ED PEDI PROCEDURAL ULTRASOUND LIMITED GI,193,0.0%,"","","",""
9483402,"","",IMG3303,OSF ORBITS,192,0.0%,"","","",""
2020725,"","",LAB10222,CHLAMYDIA  N. GONORRHOEAE RNA  TMA (VCM) (Q),192,0.0%,"","","",""
4115013,"","",NEU101,EMG RESULT,192,0.0%,"","","",""
4369629,"","",IMG2909,US GUIDED FNA BREAST LEFT (GH YH BH),192,0.0%,"","","",""
1096943,"","",NUR579,GV  OBINUTUZUMAB HEPATITIS WARNING,192,0.0%,"","","",""
7434627,"","",INF2,INFUSION THERAPY,191,0.0%,"","","",""
4597654,"","",LAB6680,JAK2 EXON 12 AND OTHER NON-V617F MUT  MARROW     (YH),191,0.0%,"","","",""
2386207,"","",RT334,BIPAP: PATIENT OWNED EQUIPMENT (PEDIATRIC),191,0.0%,"","","",""
8193646,"","",PFT212,CPET HEMODYNAMICS,191,0.0%,"","","",""
4607501,"","",IMG2959,NM SHUNT PATENCY(YH GH BH),191,0.0%,"","","",""
8316991,"","",IMG2910,US GUIDED FNA BREAST RIGHT (GH YH BH),190,0.0%,"","","",""
3698615,"","",EDU163,PATIENT EDUCATION VIDEO: NUTRITION : FULL PROGRAM,190,0.0%,"","","",""
8207443,"","",LAB3605,URINE CULTURE - ACID FAST     (YH),190,0.0%,"","","",""
9206356,"","",PHR6,DIABETIC TESTING STRIPS,190,0.0%,"","","",""
9542288,"","",IMG2278,XR TOE,190,0.0%,"","","",""
1252910,"","",IMG3859,US MFM 3D ULTRASOUND (PERI ONLY)(YH BH LM),189,0.0%,"","","",""
4369546,"","",LAB3259,MISCELLANEOUS CULTURE     (BH),189,0.0%,"","","",""
8210836,"","",NUR579,HH  SILTUXIMAB TREATMENT CONDITION,189,0.0%,"","","",""
8560291,"","",IMG4602,MAMMO POST BIOPSY CLIP PLACEMENT BILAT NC (GH),188,0.0%,"","","",""
3324827,"","",PRO556,DESTROY LUMB SAC FACET JNT,188,0.0%,"","","",""
9473885,"","",LAB11701,CYCLOSPORA STAIN  FECES   (BH GH LMW YH),187,0.0%,"","","",""
1172684,"","",PRO593,EPIDURAL  INTER-LAMINAR C T  WITH IMAGING,187,0.0%,"","","",""
1874046,"","",IMG2792,CT GUIDED ABSCESS DRAINAGE LIVER,186,0.0%,"","","",""
4650080,"","",IMG4588,US GUIDED INJ PERIPHERAL NERVE BLOCK (YH LM),186,0.0%,"","","",""
1379148,"","",IMG4284,INTRAOP ULTRASOUND(YH),186,0.0%,"","","",""
4791073,"","",145456,CLOFARABINE TREATMENT CONDITIONS,186,0.0%,"","","",""
3817136,"","",RT198,HELIUM O2 TREATMENT (PEDIATRIC),186,0.0%,"","","",""
4960906,"","",NEU189,SCHEDULE INPATIENT PEDIATRIC EPILEPSY MONITORING UNIT ADMISSION (YNH ONLY),186,0.0%,"","","",""
8495999,"","",IMM230,COVID-19  MODERNA BIVALENT  6MO-5Y (HISTORY OF 2 MONOVALENT DOSES)  0.2 ML,186,0.0%,"","","",""
1584118,"","",NEU175,EEG- MILFORD CAMPUS ONLY,185,0.0%,"","","",""
3689521,"","",RT71,OXYGEN THERAPY (GH ONLY),185,0.0%,"","","",""
5277921,"","",115704,TREATMENT 4 HOUR,185,0.0%,"","","",""
9876537,"","",EKG11,EKG WITH RV LEADS (SRC ONLY),185,0.0%,"","","",""
4624013,"","",PRO333,INSERT PERCUVISION FOLEY CATHETER,185,0.0%,"","","",""
4115366,"","",IMG4817,NR MAMMO SPECIMEN IN DEPT LEFT,185,0.0%,"","","",""
2036085,"","",OPH1034,SPECULAR MICROSCOPY - OD - RIGHT EYE,185,0.0%,"","","",""
3432704,"","",IMG466,NM DMSA RENAL SPECT(YH LM WH),184,0.0%,"","","",""
8272199,"","",SUP689,BRACE AFO,184,0.0%,"","","",""
1852882,"","",OPH254,EXCISION OF LESION  EYELID - OS - LEFT EYE,184,0.0%,"","","",""
2060520,"","",LAB7659,ZZZLACTOSE INTOLERANCE BREATH TEST     (LMW),184,0.0%,"","","",""
1697785,"","",LAB182,BILIRUBIN  BODY FLUID     (BH),184,0.0%,"","","",""
3737738,"","",IMG3545,CT GUIDED SACROILIAC JOINT INJECTION BILATERAL(GH BH YH LM),184,0.0%,"","","",""
1230354,"","",CON273,INPATIENT CONSULT TO CARDIAC SURGERY,184,0.0%,"","","",""
4912600,"","",AUD5,AUDITORY FUNCTION TESTS,184,0.0%,"","","",""
1872355,"","",IMG3306,OSF SINUSES,184,0.0%,"","","",""
9140577,"","",NUR978,OBTAIN UMBILICAL CORD BLOOD,184,0.0%,"","","",""
4518839,"","",IMG2678,US GUIDED CHEST TUBE PLACEMENT (BH GH LM WH),184,0.0%,"","","",""
4404095,"","",LAB2145,CYCLIN D1  BONE MARROW     (YH),184,0.0%,"","","",""
3861238,"","",IMG1745,CT FINGER RIGHT WO IV CONTRAST(GH YH BH YHC),183,0.0%,"","","",""
3966777,"","",IMG4531,SICU US PLEURAL AND LUNG ULTRASOUND,183,0.0%,"","","",""
2274968,"","",IMG2264,XR FEMUR,183,0.0%,"","","",""
8472618,"","",IMG136,FL ARTHROGRAM KNEE RIGHT(GH YH BH LM),183,0.0%,"","","",""
1773400,"","",Y3406,YM POPH ECONSULT RESPONSE TAKES 31+ MINUTES,183,0.0%,"","","",""
4015131,"","",IMG3993,CT GUIDED PERC CHOLECYSTOSTOMY TUBE PLACEMENT(YH BH GH LM),182,0.0%,"","","",""
4021211,"","",NUR579,II  NO LIVE VACCINES,182,0.0%,"","","",""
8463038,"","",IMG2833,CT LUMBAR SPINE BONE W WO IV CONTRAST(BHOR YH WH),181,0.0%,"","","",""
8383964,"","",LAB8967,PATHOLOGY CONSULT (LMW),181,0.0%,"","","",""
8088721,"","",REF172,AMBULATORY REFERRAL TO MED ADMINISTRATION,181,0.0%,"","","",""
5745749,"","",OPH504,CIRRUS OCT  - OS - LEFT EYE,181,0.0%,"","","",""
9448502,"","",LAB6632,CEBPA MUTATION DETECTION  BONE MARROW     (YH),180,0.0%,"","","",""
6011404,"","",ISO8,CONTACT DROPLET AND AIRBORNE ISOLATION STATUS,180,0.0%,"","","",""
1852026,"","",1150013B,CONFIRM PRODUCT AVAILABILITY,180,0.0%,"","","",""
5043514,"","",IMG4997,BODY COMPOSITION SCAN (GH),180,0.0%,"","","",""
3919533,"","",99499,YM STUDY PATIENT,180,0.0%,"","","",""
9023443,"","",IMG4617,US SOFT TISSUE AXILLA RIGHT (BH YH LM WH),180,0.0%,"","","",""
7445356,"","",CON318,ZZZSARS COV-2 (COVID-19) PCR-YNHH LAB (YH),180,0.0%,"","","",""
1231597,"","",OPH503,CIRRUS OCT - OD - RIGHT EYE,180,0.0%,"","","",""
4855413,"","",LAB3772,JOINT FLUID CULTURE      (GH),180,0.0%,"","","",""
3202050,"","",115011,TEBENTAFUSP TREATMENT CONDITIONS,180,0.0%,"","","",""
5196576,"","",IMG1118,CT GUIDED NEEDLE BIOPSY ADRENAL GLAND RIGHT,180,0.0%,"","","",""
3957594,"","",NUR2249,NO ANTIBIOTIC NEEDED,180,0.0%,"","","",""
9266782,"","",OPH139803,LKC RETEVAL ELECTRORETINOGRAPHY (ERG) - OU - BOTH EYES,180,0.0%,"","","",""
3750127,"","",IMG2432,MRI UPPER EXTREMITY JOINT LEFT W IV CONTRAST,180,0.0%,"","","",""
5474056,"","",IMG4145,US MFM COLOR MAPPING SINGLE (PERI ONLY)(BH),180,0.0%,"","","",""
8435197,"","",LAB1835,THINPREP® IMAGING PAP REFLEX HPV MRNA E6 E7  WITH CT NG  TRICHOMONAS (Q),180,0.0%,"","","",""
3385081,"","",777777,ASPARAGINASE TREATMENT CONDITION,179,0.0%,"","","",""
7213402,"","",IMG2745,CT CHEST VOLUME WO IV CONTRAST (YH),179,0.0%,"","","",""
1480222,"","",IMG2382,MRI BRACHIAL PLEXUS BILATERAL W WO IV CONTRAST(GH YH BH LM WH),179,0.0%,"","","",""
9598867,"","",PHA21,PROSTACYCLIN INJECTABLE (CONTINUATION)  PHARMACY TO DOSE,179,0.0%,"","","",""
6017443,"","",LAB9118,YEAST (CANDIDA CULTURE)     (LMW),179,0.0%,"","","",""
5757381,"","",IMG4296,CT MYELOGRAM THORACIC SPINE(YH LM),179,0.0%,"","","",""
3739093,"","",IMG2248,XR HUMERUS,179,0.0%,"","","",""
4545883,"","",OPH13910210,SILVERSTONE OPTOS RETINA OCT OD,179,0.0%,"","","",""
7030117,"","",GI435,ILEOSCOPY WITH POUCHOSCOPY,178,0.0%,"","","",""
9813274,"","",LAB11762,GEM OXIMETRY PANEL  MIXED VENOUS (POC) (BH YH),178,0.0%,"","","",""
5819111,"","",IMG1680,CT HEEL LEFT WO IV CONTRAST,178,0.0%,"","","",""
2123429,"","",IMG4267,MRI SBRT LIVER W WO IV CONTRAST (BH),178,0.0%,"","","",""
6431917,"","",IMG1744,CT FINGER LEFT WO IV CONTRAST(GH YH BH YHC),178,0.0%,"","","",""
4259096,"","",IMG4738,US DUPLEX UPP EXT ART VEIN POST CATH LEFT (BH YH LM),177,0.0%,"","","",""
9952742,"","",IMG4770,US ARM BILATERAL MAPPING LIMITED,177,0.0%,"","","",""
4224572,"","",SUP2503,COLD THERAPY- YALE ORTHOPEDICS,177,0.0%,"","","",""
2164207,"","",IMG3403,OSF NM LIVER SPLEEN,177,0.0%,"","","",""
5328063,"","",IMG4771,US DUPLEX LOW EXT ART VEIN POST CATH BILAT LTD,176,0.0%,"","","",""
8759661,"","",LAB6287,SPERM COUNT     (Q),176,0.0%,"","","",""
8690462,"","",IMG334,MRI ABDOMEN W BILATERAL FEMUR WO IV CONTRAST (GH),176,0.0%,"","","",""
2706721,"","",NUR806,BED CLINITRON II AIR-FLUID,176,0.0%,"","","",""
2767166,"","",IMG3280,US MFM PREG >14 WKS DETAIL TRIPLETS (PERI ONLY)(G Y B N L),176,0.0%,"","","",""
3793996,"","",SLE18,A  HOME SLEEP STUD W  CPAP,176,0.0%,"","","",""
5992456,"","",SUP1424,NEBULIZER 360 ML,176,0.0%,"","","",""
8076153,"","",IMG4341,OSF ERCP,176,0.0%,"","","",""
2334282,"","",115210892,Y SMILOW SPIRITUAL CARE VIST REQUEST,175,0.0%,"","","",""
1239376,"","",OPH64,EXTERNAL PHOTOGRAPHY - OD - RIGHT EYE,175,0.0%,"","","",""
4563481,"","",OPH1050,HS 7 LINE RETINA OD,175,0.0%,"","","",""
2192011,"","",RT132,HEAD BOX OXYGEN (NEW BORN),175,0.0%,"","","",""
2889463,"","",ADT196,INITIATE TELE-ICU MONITOR,175,0.0%,"","","",""
6823381,"","",PFT56,METHACHOLINE CHALLENGE STUDY (GH),175,0.0%,"","","",""
1447029,"","",IMG3752,XR CHEST APICAL LORDOTIC (YH BH YHC LM WH),174,0.0%,"","","",""
9964950,"","",OPH1035,SPECULAR MICROSCOPY - OS - LEFT EYE,174,0.0%,"","","",""
4132023,"","",LAB9452,ZZZTHINPREP PAP AND HPV DNA     (Q),174,0.0%,"","","",""
1799073,"","",IMG3135,CT GUIDED EPIDURAL PATCH (BH YH),174,0.0%,"","","",""
8514334,"","",LAB3534,NEONATAL ALLOIMMUNE THROMBOCYTOPENIA WORKUP     (BH GH YH),174,0.0%,"","","",""
9753588,"","",IMG480,NM ABSCESS LOCALIZATION WHOLE BODY(BH GH LM WH),174,0.0%,"","","",""
4074162,"","",IMG620,MAMMO NEEDLE LOCALIZATION (GH YH BH),174,0.0%,"","","",""
8559404,"","",IMG2499,MRI LOWER EXTREMITY JOINT RIGHT W IV CONTRAST,173,0.0%,"","","",""
6767868,"","",IMG5016,NR XR SITZ MARKER PILL ADMIN-PEDI (YH),173,0.0%,"","","",""
2992003,"","",IMG5094,ED PEDI OCULAR ULTRASOUND,173,0.0%,"","","",""
6841618,"","",CON1502,IP CONSULT TO PACEMAKER DEFIBRILLATOR INTERROGATION,173,0.0%,"","","",""
6574931,"","",IMG4275,US MFM NUCHAL TRANS 11-13 WK TRIPLETS (PERI ONLY),173,0.0%,"","","",""
6241731,"","",IMG3605,FL BRONCHOSCOPY (GH LM WH),172,0.0%,"","","",""
6813740,"","",MYC5052,ENROLL PATIENT IN LMH KNEE CARE COMPANION,172,0.0%,"","","",""
3046312,"","",IMG734,FL MYELOGRAM CERVICAL(GH BH LM),172,0.0%,"","","",""
4465906,"","",REF154,AMB REFERRAL TO PEDIATRIC ANESTHESIOLOGY,172,0.0%,"","","",""
8713338,"","",NUR947,BED KINAIR-MEDSURG,172,0.0%,"","","",""
8240250,"","",LAB8507,ZZZHUMAN METAPNEUMOVIRUS DFA (Q),172,0.0%,"","","",""
1344825,"","",EDU514,PATIENT EDUCATION VIDEO: TOTAL HIP REPLACEMENT: RECOVERY,172,0.0%,"","","",""
