care_site_id,Department
43966,FCHC BH RIPPOWAM MIDDLE SBHC
3443,PULMONARY AND INTERNAL MEDICINE OF FAIRFIELD COUNTY
32055,MC ED PRIVATE REFERRAL
44243,YNH SMILOW HEMATOLOGY COAG CLINIC ORANGE
2263,YM NEUROLOGY EMG
21906,ORTHOPEDIC PARTNERS
30626,BH FAM MED DRAW STATION QUARRY ROAD
41303,OPTHC BH COLUMBUS SBHC
30008,CSHH INFECTIOUS DISEASE SCRC
3484,FAIR HAVEN DENTAL
1348,YNH SMILOW MULTI BREAST
366,YNH LANGUAGE SERVICES
1010,YNH DRAW STATION PEDI ED
40459,CSHH BH PHP/IOP/OUTPATIENT 285 W HAVEN
41260,OPTHC BH WASHINGTON
192,EMC CHILD PSYCHIATRY
31528,YM OBGYN REPRO IVF LAB ORANGE
3391,GH UROLOGY GREENWICH
39386,CSHH ORTHOPEDICS WILMOT
2152,YM MATERNAL FETAL MEDICINE L&M
24266,YM CSC PARENT PROGRAM TEMPLE
1951,GH HBO/HYPERBARIC CHAMBER
21885,NE PALLIATIVE CARE CENTER
3488,YM CSC IN-HOME GREAT START
1391,YNH SMILOW DERBY
29104,ZZYNH PEDI ALLERGY/IMMUN 500 W PUTNAM
41732,BH HOME HOSPITAL (ACUTE)
1090,YNH CHILDRENS HOSPITAL ECHOCARDIOGRAPHY
630,MARY WADE HOME
21754,NE ENDO WESTERLY
41396,YM DIGESTIVE DISEASE PSYCH
1207,YNH WEST HAVEN ULTRASOUND
17993,LMMG ORTHO SURG WESTERLY
29251,BH PRIMARY CARE MEDICAL - EVENING
2677,RELEASE OF INFORMATION
38229,SNF MASS TESTING - BRANFORD HILLS
688,YNH BH CHILDREN BH LAB CHEMISTRY
43377,FAIR HAVEN MIDWIFERY SHORELINE
19164,FLANDERS PEDIATRICS
26312,YNH PEDI RESPIRATORY SERVICE
1127,YNH PAIN MANAGEMENT
29969,CSHH PODIATRY 428 COLUMBUS
43972,FCHC BH BRIDGE
2387,YM CSC IN HOME FBR
21540,LMH DRAW STATION PEQUOT
39417,EPICCARE LINK STANDARD DEPARTMENT
30286,BH PERRY 2 SURGEASE SURGE
38241,SNF MASS TESTING - MONTOWESE
43270,YM VASCULAR SURGERY NOH
43375,YNH OBGYN UROGYN GUILFORD
35758,BH MOR IP OVERFLOW
2712,FAIR HAVEN GRADE 374 GRAND AVE
3522,SRC STS PROCEDURES
4059,SRC ORTHO JOINT CLINIC
41357,OPTHC BH STRATFORD
1270,YMG NUCLEAR MEDICINE
3382,NE BH SURGERY PA
4220,YM OBGYN FAM PLAN NH TEMPLE ST
41722,OPTHC HIM
819,SRC REFERENCE
18519,BH PAMC PERIOPERATIVE SVCS
21486,LMH PEQUOT LAB CHEMISTRY
24847,YNH VASCULAR SURGERY NORTH HAVEN
2239,YM SURGERY PLASTICS NH HOWARD AVE
21764,NE PAIN NEW LONDON
587,YM IM GERIATRICS
822,SRC PASTORAL CARE
1674,SRC DRAW STATION LAUREL WOODS
20010,ZZZLMH UROLOGY SERVICE
31274,YM SURGERY GENERAL TRAUMA MONTAUK
39423,YM NEUROLOGY NEUROPSYCH GUILFORD
474,GREENWICH WOODS
720,YNH BH CHILDREN BH OUTPATIENT/PEDI CLINICS
1211,YNH TEMPLE SLEEP DISORDER
1599,SRC CARDIOLOGY SHERMAN
995,YNH NP 9 MICU
29511,YM NEUROLOGY BRANFORD
32060,YM SMILOW NEUROSURGERY TRUMBULL
3982,YNH OLD SAYBROOK XRAY
35611,GH SURGICAL AMBULATORY
1271,YNH CV PREVENTION CLINIC
1451,YNH ALLERGY/IMMUNOLOGY
937,YNHHS INTENSIVISTS-BUNKER
2295,YMG PEDI HEM/ONC
3930,YNH MATERNAL FETAL MEDICINE NORWALK US
535,YNH IP OPHTHALMOLOGY
38133,NE ADVANCED CARE AT HOME
21495,WH CARDIAC CATH
43943,FCHC BH STAMFORD HIGH SBHC
677,VILLAGE GREEN OF WATERBURY
1133,YNH DRAW STATION MATERNAL FETAL MEDICINE
1840,BH STRATFORD MED TEST CTR
31111,YM CARDIOLOGY GREENWICH VALLEY DR
21196,YM INTERVENTIONAL RAD WATERBURY
802,ORANGE VNA
40553,CSHH ELIGIBILITY & ENROLLMENT 410 W HAVEN
41845,YNH EXECUTIVE HEALTH YPB
383,YNH PHYSICAL THERAPY
1631,SRC EAR NOSE AND THROAT
1662,SRC SENIOR ASSESSMENT BRANFORD
2004,GH VALLEY DRIVE CHEMOTHERAPY
18947,PATIENT CHOICE MEDICAL CARE
24949,FAIR HAVEN SBHC PEDI EAST HAVEN MID SCH
42617,YNH OBGYN GEN ADOLES NORWALK
1834,BH FFLD DRAW STATION
2057,GH BENDHEIM DRAW (WALK IN/REF)
19847,WESTMED MEDICAL GROUP
24727,YNH WP 10 MATERNITY COUPLET
31345,LMH LANGUAGE SERVICES
2157,YMG SHELTON OFFICE
4108,NE THE TOWERS
21688,LMH NON INTERFACED REFERENCE LAB
21753,NE BEHAVIORAL MED WESTERLY
31117,YM NEUROLOGY NEUROMUSCULAR MILFORD
43108,HOME CARE PLUS CHH HAMDEN
2581,NE DR MARY PRONOVOST
29846,BH NORTHEAST 4 ENDO SURGE
39354,GH PULMONARY
41844,NE YNH EXECUTIVE HEALTH YPB
564,YNH PAREX EMERGENCY DEPARTMENT COST CENTER DEPARTMENT
37250,YNH IP EVENT MONITOR HUB
44588,YALE NEW HAVEN URGENT CARE NEWTOWN
39558,YNH ANTIBODY INFUSION NEW HAVEN
24184,NE CARDIAC SERVICES 4A DEVINE NORTH HAVEN
26345,YNH TRAUMA SURGERY SERVICE
39419,CT PULMONARY SPECIALISTS-GUILFORD
2648,NE PRIMARY CARE ASSOCIATES
21455,LMH OUTPATIENT INFUSION SERVICES
30627,GH UROLOGY LAKE AVE GREENWICH
38239,SNF MASS TESTING - EDGEHILL
1006,YNH YPH WASHINGTON SQ 2
1936,GH PULMONARY PHYSIOLOGY
30030,CSHH ENT STATE ST
40,EMH EMERGENCY
1604,SRC DRAW STATION NEW HAVEN OCC HEALTH
2214,YM SURGERY CARDIOTHORACIC NH
43110,YNH HEALTH AT HOME - HOSPICE
28883,BH WESTPORT RIVERSIDE DRAW STATION
39422,YM NEUROLOGY NEUROPSYCH MILFORD 670-680
848,YNH MOLECULAR BLOOD DIAGNOSTICS
4156,LAB FOR MID-STATE MEDICAL CENTER
2533,NE SR ADULT PRIMARY CARE
44990,ERIC FAN LLC HAMDEN
24386,NE ENDOCRINE NIANTIC
29714,NE OBGYN NEW LONDON SHAWS COVE
41022,NE IM TRUMBULL CORPORATE DR
43799,YNH SMILOW PEDI HEM ONC HEROS
4256,YNH SCCC DERBY LAB
19844,CARDIOLOGY ASSOCIATES OF GREATER WATERBURY
34878,GH BEHAVIORAL HEALTH 500 W PUTNAM
18957,LMMG HEALTH INFO MGMT
39209,SRC GI SURGERY
39407,BH CARDIAC SERVICES FILE ROOM
43273,HOME CARE PLUS CHH PRIVATE PAY GUILFORD
31518,LMH SURGERY BREAST WATERFORD
44591,YALE NEW HAVEN URGENT CARE ORANGE
885,SRC PULMONOLOGIST SERVICE
3429,ANAND AND ANAND MDS LLP
4200,CHILD AND ADOLESCENT HEALTH CARE
39383,CSHH DERMATOLOGY WILMOT
2774,YHC INFUSION
2660,NE GH CARDIOLOGY HOSPITAL SERVICES
2672,NE OBGYN NEW ROCHELLE
2494,NE OB/GYN CHAPEL
1833,BH REACH YOUTH
2458,NE WALK IN WEST HAVEN
3513,AFTERCARE PHYSICAL THERAPY SERVICES
24709,NE PAIN MGMT WESTERLY 35 WELLS ST
1483,YNH DRAW STATION WESTVILLE
21636,TWIN MAPLES HEALTH CARE FACILITY
38518,YM CARDIOLOGY MILL HILL BRIDGEPORT
1242,YNH NUTRITION CLINIC
2268,YM OBGYN UROGYN NH HOWARD AVE
18710,LMMG WOUND CARE
1174,YNH SARGENT DRIVE MAMMO
18318,YCCI OUTPATIENT RESEARCH
1730,BH PULMONARY FUNCTION PEDI
2075,YMG PEDI LW ADOLESCENT COMPREHENSIVE
1330,YNH PEDI AUDIOLOGY
43328,YM SURGERY BARIATRIC GREENWICH
1649,SRC WOUND ORCHARD
43374,ADVANCED DIAGNOSTIC PAIN TREATMENT OLD SAYBROOK
40314,YM SURGERY COLORECTAL FAIRFIELD
2354,YMG GENETIC COUNSELING - YALE
4882,ZZZWH INTENSIVE CARE
44154,YM OBGYN UROGYN STAMFORD LRR
1458,YNH NEUROLOGY MS CENTER
2537,NE SR NEPHROLOGY
38378,SNF MASS TESTING - ST JOSEPH'S CENTER
21491,LMH PEQUOT ULTRASOUND
363,YNH ANESTHESIA
4282,SHARON HEALTH CARE CENTER
29628,YM OBGYN REPRO SHAWS NEW LONDON
2122,YMG STRESS CENTER
3565,NE PM OPHTH 150 TRUMBULL
38210,SNF MASS TESTING - WHITNEY REHAB
3963,YNH MH RESPIRATORY THERAPY
4318,"TOTALITY HOME HEALTH CARE AGENCY, LLC"
1064,YNH WP PACU PROCEDURES
38513,YHC YU LANMAN
1932,GH SPEECH AND LANGUAGE
43378,YM DIGESTIVE GI PANC CA PREVENTION
4147,LAB FOR STONY CREEK URGENT CARE CLIENT
37841,PATIENT CHOICE 2427 MEDICAL CARE
44499,OPTHC ACU 975 WELLNESS CENTER
852,YNH LABORATORY OUTREACH ADMINISTRATION
31385,MC NON INTERFACED REFERENCE LAB
35814,YNH GYN ONCOLOGY GUILFORD
44582,YALE NEW HAVEN URGENT CARE SOMERS
1016,YNH EP 85 HEMODIALYSIS
3921,CT SCAN SRC RADONC HAMDEN
912,YNH SBO
1135,YNH LONG WHARF PED US
1499,SRC MAIN 6 NURSERY
3422,YNH PEDIATRIC SPECIALISTS - HEN
2162,YM DIGESTIVE DISEASE
2384,YM CSC IN HOME IICAPS YORK ST
2616,NE PODIATRY STRATFORD
42850,YM DIGESTIVE DISEASE INFUSION NORTH HAVEN
39198,NE PM RHEUM SHELTON
365,PALLIATIVE CARE SERVICE
17892,"COASTAL DIGESTIVE DISEASE, PC"
23364,YNH PEDI LONG WHARF PULMONARY FUNCTION TESTING
533,"DAVID STEVENSON, APRN LLC"
21623,WH PET SCAN
30412,MC EMERGENCY DEPARTMENT
31622,KALMAN L WATSKY PRINCE ST
475,NEUROLOGY ASSOCIATES OF NORWALK
2139,YMG CSC AUTISM MADISON
27737,YM OBGYN REPRO 29 PLAZA STAMFORD
38586,YHC YU 150 YORK ST
756,GARDNER HEIGHTS HEALTH CARE FACILITY
40447,YM COLON MED ONC MDC TRUMBULL
45316,NE ENT FAIRFIELD BEACH RD
21755,NE GI WESTERLY WELLS ST
1038,YNH EP 46 MEDICINE
1070,YNH DR ULTRASOUND
2109,YM GE LONG WHARF CLINIC
39905,YM NEPHROLOGY METABOLIC STAMFORD
2151,YM PEDI CARDIOLOGY L&M
2409,YM SURGERY GI NEW HAVEN ORCHARD ST
19746,GH OCCUPATIONAL THERAPY - LRR
30171,CSHH BH 285 W HAVEN - ADULT
2386,YM CSC IN HOME IFP
4321,EXCELLA HOME HEALTH
463,YNH OB/GYN SERVICE
41446,CSHH WOMENS HEALTH Q HOUSE
2208,YMG WATERBURY PRENATAL
21780,NE INFECTIOUS DISEASE NEW LONDON
29990,CSHH INFECTIOUS DISEASE WILMOT
40094,CSHH CARE COORDINATION SARGENT DRIVE
41294,OPTHC BH PLATT SBHC
589,YM IM OCCUPATIONAL MEDICINE
3481,YNH DEVINE ST MAMMO
29092,NE CS CARD TRUMBULL PARK AVE
4273,GH FERTILITY & IVF CENTER - STAMFORD
38562,NE OBGYN FAIRFIELD KINGS HWY
1865,NE DANBURY CARDIAC SPECIALISTS
17990,NE WOMENS HEALTH CLINIC VALLEY GREENWICH
19693,NE PM NUTRITION TRUMBULL PARK AVE
1191,YNH PEDI DENTAL - HAMDEN
1323,YNH PEDIATRIC IMMUNOLOGY
1694,BH SCHINE 7
2074,YMG ORTH LW PEDI RESIDENTS
2166,YM SOUND OBGYN NEW HAVEN
21411,LMH SPEECH AND LANGUAGE
889,SRC ORAL MAXILLOFACIAL SERVICE
1816,BH PRIMARY CARE DIABETES
41559,YNH SMILOW PANCREATIC MDC NEW HAVEN
44371,NE PALLIATIVE CARE GREENWICH W PUTNAM
1519,SRC OB/GYN PRIMARY CARE
3890,YNH WP 10 MSCU NURSERY
2498,NE CARDIOTHORACIC SHERMAN
2694,DR LYNN STREET
3884,CONNECTICUT PEDIATRIC OTOLARYNGOLOGY
41553,YM SURG PLASTICS DME GUILFORD
2508,NE BARIATRICS ORCHARD
3553,NE PM IM STRATFORD MAIN ST
38267,COMMUNITY MASS TESTING - BRIDGEPORT REGION
42587,YNH INTEGRATIVE MEDICINE WATERBURY
1052,YNH SPOR
1899,BH OUTPATIENT IMAGING CENTRAL SCHEDULING
21637,DANBURY HOSPITAL
39215,NE PM URO FAIRFIELD KINGS HWY
583,YM IM RHEUMATOLOGY
1274,YMG ORTHOPAEDICS & REHABILITATION
1347,YNH SMILOW SKIN & KIDNEY CANCER
37840,NE NEURO EB GROTON
29118,GH PHYSICAL THERAPY 500 W PUTNAM
1902,BH WESTPORT DRAW STATION
3433,YNH PEDI TRUMBULL CARDIOLOGY
39385,CSHH UROLOGY WILMOT
38597,FAIR HAVEN PEDIATRICS 150 SARGENT DRIVE
40902,YNH ORTHO SURG GUILFORD
733,YNH BH CHILDREN BH ATU
1086,YNH INTERVENTIONAL SPOR
1109,YNH PEDI LW INTERNATIONAL ADOPTION
3826,NE SR ADULT PRIMARY CARE DERMATOLOGY
4230,BH QUEST MICROBIOLOGY
948,"GREENWICH PHYSICIAN ASSOCIATES, INC"
421,GH PLASTIC SURGERY SERVICE
2177,YMG TEMPLE UVEITIS
27745,NE OBGYN SHELTON US
3878,YNH PODIATRY SERVICE
38534,YHC YU BINGHAM HALL
2023,GH IMAGING CTR1 XRAY
2522,NE SR PSYCH PHP/IOP 1294 CHAPEL
41094,YM ORTHO DME GUILFORD
3849,YNH PHASE I INFUSION
1148,YNH DRAW STATION SHORELINE
1541,SRC NEW HAVEN HEALTHY START
4070,YNH SML SURVIVORSHIP-GUILFORD
2501,NE CARDIOLOGY HAMDEN
18754,LMMG CENTRAL BUSINESS OFFICE
27746,NE PM ENDOCRINE US
32044,ZZYNH PUTNAM AVE PEDI ECHO
2149,YM CLINICAL INVEST MRRC
1015,YNH ANCILLARY TEST
40269,YALE CENTER BH WELL BEING CHILD
4024,DAVITA - BRANFORD
3865,ORTHOCARE SPECIALISTS
607,YM PEDI DIABETES
30159,MC ENDOSCOPY
31330,YNH NEURO EMG US
17997,LMMG PRI CARE WESTERLY
18521,BH PAMC PRE/PACU
22371,BH METABOLIC HEALTH & WEIGHT LOSS
21717,LMH EMPLOYEE HEALTH
38600,CSHH MEDICAL SARGENT DRIVE
4151,LAB FOR WEST HAVEN VA HOSPITAL
39836,LMH TENT
1552,SRC PERIOPERATIVE SERVICES
1785,BH ANTENATAL TESTING US
3384,SRC BLOCK SERVICE
1687,BH NEWBORN ICU
3430,VETERAN AFFAIRS SPECIALTY CLINIC
860,SRC PATHOLOGY
2573,NE BH CARDIOLOGY
998,YNH WP 4 NEONATAL INTENSIVE CARE UNIT
1014,YNH INPATIENT PHARMACY
22217,LMMG LMH CANCER CENTER
4866,HEALTH COMPLEX MEDICAL INC
30024,CSHH COLUMBUS HOUSE
1370,YNH SMILOW CT
17999,LMMG PAIN MGT WAKEFIELD
1200,YNH WORKERS HEALTH SOLUTION
570,YNH PAREX NURSERY - 10TH & 11TH FL WP11 MAT COST CENTER DEPARTMENT
26305,YNH ENDOCRINE SURGERY SERVICE
369,GH BARIATRIC SURGERY SERVICE
1149,YNH EMERGENCY SHORELINE
2649,NE GI STRATFORD
1988,GH MRI
29127,NE CS CARD WESTPORT RIVERSIDE DR
29330,YM OPHTHALMOLOGY STAMFORD
29987,CSHH DENTAL WILMONT
45247,PEDIATRICS PLUS
2005,GH VALLEY DRIVE DRAW (WALKIN/REF)
21776,NE BEHAVIORAL MED NIANTIC
21658,LMH PEDIATRIC PAIN SERVICE
41698,NE ORTHO SURG GUILFORD
1441,YNH DEVINE ST MRI
45314,YNH TRANSPLANT CARDIOLOGY 2 DEVINE
29279,BH DRAW STATION SILVER LANE TRUMBULL
38524,SNF MASS TESTING - APPLE REHAB MYSTIC
2586,NE CS CARD FAIRFIELD POST RD
21659,LMH OB/GYN SERVICE
38596,NE TRANSPLANT WESTERLY
39844,NE YNH SLEEP NORTH HAVEN
21671,LMH OPHTHALMOLOGY SERVICE
19012,ZZZLMH WATERFALL REHABILITATION
31347,WH CANCER CENTER DRAW STATION
41021,NE PULM TRUMBULL CORPORATE DR
43509,CSHH BH GSP OUTPATIENT
3525,YNH VASCULAR SURGERY GUILFORD
4201,LAB FOR UCONN
760,MADISON HOUSE
1238,YNH PCC ADULT EVENING CLINIC
1520,SRC PEDIATRIC PRIMARY CARE
670,GLADEVIEW REHAB & HEALTH CENTER
1290,YNH CARDIOLOGY VALVE CLINIC
3465,HAVEN FREE CLINIC
691,YNH BH CHILDREN BH LAB CYTOLOGY
2014,GH PHYSICAL THERAPY - STAMFORD
791,SRC OB/GYN SERVICE
1601,SRC PULMONARY REHAB - SHERMAN
19825,BH NORTHEAST 7
43944,FCHC PEDIATRICS DOLAN MIDDLE SBHC
40330,YM NEUROLOGY EPILEPSY FELLOWS CLINIC
41436,GH OCC OMWS EASYCARE
1567,SRC DR ED XRAY
3362,NE FOXON URGENT CARE
18611,NE PM URO TRUMBULL PARK AVE
37254,WH IP INFUSION OVERFLOW
780,REGALCARE OF WEST HAVEN
2262,YM NEUROLOGY MOVEMENT DISORDERS
1994,GH CATH/EP
3942,CARDIOLOGY ASSOCIATES OF CENTRAL CT
1471,YNH REHAB MILFORD
19011,ZZZLMH FLANDERS REHAB SERVICES
31529,YM OBGYN REPRO ORANGE
2763,YHC ORTHOPEDICS-ATHLETICS
29232,BH ED - NEMG PCP
2643,NE CS CARD DANBURY
41402,YNH INTEGRATIVE MEDICINE GUILFORD
19094,YNH PEDI GI OLD SAYBROOK
21290,YM INTERNATIONAL MEDICINE PROGRAM
26381,YNH SMILOW IMMUNOLOGY
39525,YM SURGERY BARIATRICS GUILFORD
2394,YM CSC AUTISM CLINIC NH FRONTAGE RD
2776,YHC HEALTH INFO MGMT
443,BH ORTHOPEDICS SURGERY SERVICE
2724,PULMONARY CARE-MILFORD
31277,YM CSC IN HOME FBR NH GEORGE ST
38191,YNH PRE-PROCEDURE COVID SCREENING
2740,FAIRFIELD COUNTY ALLERGY - GREENWICH
1887,BH OUTPATIENT IMAGING STRATFORD CT
24238,YNH SICKLE CELL INFUSION CENTER
45443,CENTRAL SCHEDULING - PEDI ORTHOPEDICS
532,VISITING NURSE SERVICE OF NEW YORK
1210,YNH DRAW STATION TEMPLE
2575,NE BH PRIMARY CARE CLINIC
21773,NE FM MYSTIC
999,YNH SP 53 HVC
31108,YM ORTHO PMR NEW LONDON
1766,BH ENDOSCOPY PRE OP
23180,YNH AMB IR PEDIATRICS PARK
1986,GH IMAGING CTR1 ULTRASOUND
2577,NE BH GI PRIMARY CARE CLINIC
19837,BRANFORD PEDIATRICS AND ALLERGY
2600,NE GI ASSOC - SOUTHPORT
4280,YNH PEDI TRUMBULL LAB
34874,YNH RAD ONC GI MDC NORTH HAVEN
18030,BROADWAY MEDICAL GROUP
1934,GH SLEEP LAB
2562,NE SR TOWER ONE/TOWER EAST
31530,FAIR HAVEN FAMILY SHORELINE
1300,YNH METABOLIC LYSOSOMAL DISEASE
1375,YNH PEDI GUILFORD TREATMENT CENTER
2686,DIGESTIVE DISEASE ASSOCIATES - NH
27787,FAIR HAVEN FAM VISITING PARTNERSHIP NH
42916,NE DH EXERCISE 8 DEV NOH
2019,GH IMAGING CTR1 CT
39835,BH TENT
1508,SRC VERDI 3 SOUTH
44977,YM SURGERY BREAST NEW LONDON
594,YM OBGYN REI
18073,BH NORTHEAST 8
21466,LMH PICC/IV SERVICES
31292,MC INPATIENT PHARMACY
37838,YM ORTHO PMR MILFORD
1908,GH MEDICAL A
2523,NE SR PSYCH OP CCC 1294 CHAPEL
26388,FAIR HAVEN CARE COORD BELLA VISTA
21687,LMH FOOD AND NUTRITION SERVICES
42979,NE PULM SHELTON RIVER RD
21762,NE CARD NEW LONDON
41564,YNH PEDIATRIC ANTIBODY INFUSION WP2
4288,GREENTREE MANOR
43998,GH PEDI GI 500 W PUTNAM
672,HEALTH BRIDGE MANAGEMENT
1452,YNH ENDOCRINOLOGY - NORTH HAVEN
41091,YM ORTHO DME NEW HAVEN
1632,SRC ELDERCARE ORCHARD
1799,BH CARDIAC REHAB PHASE II
782,SILVER SPRING CARE CENTER
4057,YNH PEDI NORWALK RHEUMATOLOGY
38532,YHC YU BRANFORD - SAYBROOK
40185,CSHH VACCINE EVENT SARGENT DR
1036,YNH PEDI ED BLOOD DRAW
1304,YNH DR YPB VASCULAR US
2391,YM CSC TSOCD NEW HAVEN FRONTAGE RD
2059,GH BENDHEIM ONCOLOGY
29114,GH PULMONARY 500 W PUTNAM
3944,YNH DRAW STATION SMILOW OLD SAYBROOK
45145,LMH COMPREHENSIVE CARE MONTAUK
41381,OPTHC MEDICAL BILLING OFFICE
2668,NE INTERNAL MEDICINE - GREENWICH
30165,CSHH BH KING ROBINSON SBHC
1416,YNH SMILOW PHARMACY TORRINGTON
41725,BH MAYO
2772,YHC INPATIENT CARE
679,YALE UNIVERSITY SCHOOL OF PUBLIC HEALTH
43989,GH PEDI ENT 500 W PUTNAM
2725,PULMONARY CARE-HAMDEN
1786,BH ANESTHESIA US
38487,NE PM SLEEP FAIRFIELD KINGS HWY CUTOFF
45391,FCHC GERIATRICS 75 HOLLY HILL
43938,FCHC DENTAL XRAY
3507,YM CSC ACCESS NORWALK
3827,THE ORTHOPAEDIC GROUP
1542,SRC INTEGRATIVE MEDICINE - THERAPIES
29976,CSHH MEDICAL TRUMAN SBHC
39631,YM EXTENDED CARE YPB
1554,SRC PREADMISSION TESTING
30340,YNH CARE PROGRAM
1429,YNH PEDI NORWALK NEUROSURGERY
24096,NE GYN NORTH HAVEN 4A DEVINE
40656,NE ORTHO SURG WALLINGFORD
1669,SRC PROJECT MOTHER CARE - WHEAT
18000,LMMG DERM WESTERLY EAST
3432,YNH PEDI DIABETES TRUMBULL
24283,GH KING ST REHAB LAB SPECIMENS
41296,OPTHC NUTR WASHINGTON
2636,NE COLO SURG SHELTON
3527,BH TRANSPORT DEPARTMENT
43511,YM PEDI 350 GEORGE NICU GRAD
1705,BH AMBULATORY PEDIATRIC
4065,YNH PEDI GEN SERVICE - OLD SAYBROOK
2080,YMG PEDI LW IMMUNO/ALLERGY
27738,LMH UROLOGY MONTAUK
38556,YNH PLASTICS BREAST TRUMBULL
1721,BH PCPCC MED TESTING CENTER
2687,DIGESTIVE DISEASE ASSOCIATES - WESTBROOK
39647,WH COVID VACCINE FAIR OCC HEALTH
2097,YMG YNHH SHORELINE SLEEP
2297,YMG PEDI INF DISEASE SPECIALTY CTR
21603,LMH CASE MANAGEMENT
924,BH ANESTHESIA OB
24851,YM CARDIOLOGY GROUP NORTH HAVEN
1737,BH L&D SCHEDULING DEPT
21470,LMH CROSSROADS MRI
38974,YNH GI SURGERY ORCHARD
1170,YNH NEUROLOGY ID
1886,BH OUTPATIENT IMAGING STRATFORD DEXA
1978,GH DIAGNOSTIC XRAY
2176,YMG TEMPLE STRABISMUS
2300,YMG PEDI RESPIRATORY
21291,DR DAPHNE E EVANS
1712,BH ECHOCARDIOGRAM
29254,YM OBGYN REPRO NEW LONDON
1223,YNH NEW HAVEN MRI
26763,YNH ORTHOPEDICS NORTH HAVEN
40600,YM ORTHO ATHLETIC MED SCSU
2186,YM CSC NEUROPSYCH NH TEMPLE ST
41346,OPTHC IM KINSELLA
2500,NE GEN SURGERY CHURCH
25056,CT PULMONARY SPECIALISTS-HAMDEN
1810,BH PULMONARY REHAB
3535,PROMPTCARE
2033,GH NUTRITIONAL HOLLY HILL
18975,FAIR HAVEN FAMILY EAST HAVEN
45313,FAIR HAVEN ADULT BH CARE BRANFORD
24635,AVALON HEALTH CARE CENTER
3474,YM PLAINFIELD CARDIAC SERVICES - CAP
21547,WH DRAW STATION WOOD RIVER
4158,YNH CASE MANAGEMENT
21369,SRC VERDI 4 EAST
24950,FAIR HAVEN SBHC PEDI EAST HAVEN HS
21468,LMH OUTPATIENT NUTRITION
864,SRC BLOOD BANK SERVICES
1573,SRC MRI POST PROCEDURE
40261,HOME CARE PLUS SOUTH CENTRAL
43075,YM YNH SURGICAL PATHOLOGY LABORATORY
45398,CENTRAL SCHEDULING - OPHTHALMOLOGY
1445,YNH RHEUMATOLOGY
2370,YMG PEDI NORWALK HEMATOLOGY/ONCOLOGY
21715,LMH CANCER CENTER PHARMACY
2093,YM NURTURING FAMILIES
38265,CONNECTICUT MENTAL HEALTH CENTER
2555,NE SR GENERAL SURGERY MULTI SPECIALTY
45439,CENTRAL SCHEDULING - PEDI NEUROSURGERY
21624,WH PREADMISSION TESTING
38224,SNF MASS TESTING - FAIRVIEW GROTON
39897,YNH DIGESTIVE HEALTH DANA 2
41287,OPTHC BH HARDING SBHC
21436,LMH 5.4 CCU
30342,YNH GI SURGERY NORTH HAVEN
406,GH ENDOCRINOLOGY SERVICE
939,GASTRO ASSOCIATES OF FAIRFIELD
39557,BH CHILDRENS SLEEP STUDY
43187,HOME CARE PLUS CHH KATIE BECKETT GUILFORD
3877,SOUTHWEST COMMUNITY HEALTH CENTER
529,YNH COPATH CYTOLOGY COST CENTER DEPARTMENT
42896,YM WHA MIDWIVES NEW HAVEN
26659,YNH NP 4 OVERFLOW
4018,YNH HVC PREP HOLD OLD SAYBROOK
39794,FAIR HAVEN COVID VACCINE FAIR SHORELINE
853,YNH SHORELINE MEDICAL CENTER (SMC) DRAW STATION
42855,YM DIGESTIVE DISEASE PSYCH NOH
4260,YNH SCCC NORTH HAVEN LAB
29712,NE SURGICAL SPECIALISTS OF RYE BROOK
44504,YNH PEDI TRUMBULL RHEUMATOLOGY
1529,SRC PHARMACY ONC C
3552,NE PM FM STRATFORD MAIN ST
18065,LMMG BEHAVIORAL NIANTIC
21662,LMH CARDIOLOGY SERVICE
29625,GH OCC HEALTH - LRR STAMFORD
1535,SRC MATERNAL FETAL MEDICINE
1777,BH PET SCAN
1858,BH WALGREENS INFUSION LAB
3436,YNH PEDI TRUMBULL HEM/ONC
3834,SRC VERDI 3 NORTH STEP DOWN
22545,NINIGRET ORTHOPEDICS
25025,FAIR HAVEN DENTAL XRAY 50 GRAND AVE
43826,YM INFECTIOUS DISEASE INSTRIDE MPC
23356,NE GEN SURG MONTAUK AVE
28843,GH SLP IMAGING
30345,YM DERMATOLOGY NEW HAVEN
24094,LMH SPEECH THERAPY HOSPICE
18,VEIN CLINIC
1586,SRC PROJECT MOTHER CARE - EDITH JOHNSON
24984,YNH PM&R CMC NORTH HAVEN
1012,YNH APHERESIS/TRANSFUSION
1897,BH OUTPATIENT IMAGING COMMERCE PARK CT
3569,NE PM CARD OXFORD
18827,"DONNA R CRISCENZO, MD, LLC"
43428,GH SMILOW GYN ONCOLOGY LAFAYETTE
1608,SRC OCC HEALTH NEW HAVEN XRAY
18535,EAST LYME PEDIATRICS
29960,CSHH DENTAL 428 COLUMBUS
30633,LMH CARDIOLOGY LIMB WATERFORD
624,YM SURGERY ONCOLOGY
2046,GH CARDIAC DIAG HOLLY HILL
3833,SRC VERDI 3 NORTH MICU
1041,HEALTH MAINTENANCE ADVISORIES
2181,YMG OUTPT SURGERY
1162,YNH SHORELINE XRAY
45231,NE OBGYN FAIRFIELD BEACH RD
2227,YMG JOINT CLINIC
44970,OPTHC PSYCHIATRY WASHINGTON
