measurement_id,concept_name,concept_id,frequency,percentage,unit_source_value,domain_id,vocabulary_id,concept_code,concept_class_id
5360927,Glucose [Mass/volume] in Serum or Plasma,3004501,483,0.0%,mg dL,Measurement,LOINC,2345-7,Lab Test
2077619,Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum,3023939,482,0.0%,AI,Measurement,LOINC,17792-3,Lab Test
7031810,"","",482,0.0%,vials,"","","",""
9663449,Parasite identified in Blood,3037772,482,0.0%,"",Measurement,LOINC,24429-3,Lab Test
2295028,Thermoactinomyces vulgaris IgG Ab [Mass/volume] in Serum,3044291,481,0.0%,ug mL,Measurement,LOINC,34190-9,Lab Test
7129567,English Walnut IgE Ab [Units/volume] in Serum,3011841,481,0.0%,"",Measurement,LOINC,7765-1,Lab Test
6936119,"","",481,0.0%,"","","","",""
7599955,"","",481,0.0%,"","","","",""
6527385,Toxoplasma gondii IgG Ab [Presence] in Serum by Immunofluorescence,3033181,481,0.0%,"",Measurement,LOINC,35281-5,Lab Test
6185347,G6PD gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,3017365,481,0.0%,"",Measurement,LOINC,21680-4,Lab Test
5933698,HLA-B*57:01 [Presence],3029589,481,0.0%,"",Measurement,LOINC,50956-2,Lab Test
4441313,Penicillium notatum IgE Ab RAST class [Presence] in Serum,3037235,481,0.0%,"",Measurement,LOINC,15924-4,Lab Test
6275885,"","",480,0.0%,"","","","",""
7752376,"","",480,0.0%,"","","","",""
4348531,Imipramine [Mass/volume] in Serum or Plasma,3001818,480,0.0%,ng mL,Measurement,LOINC,3690-5,Lab Test
5188060,No matching concept,0,480,0.0%,"",Metadata,None,No matching concept,Undefined
5554219,No matching concept,0,480,0.0%,"",Metadata,None,No matching concept,Undefined
1162318,No matching concept,0,480,0.0%,"",Metadata,None,No matching concept,Undefined
2533014,Creatinine [Mass/volume] in Urine,3017250,479,0.0%,mg dL,Measurement,LOINC,2161-8,Lab Test
2152155,No matching concept,0,479,0.0%,"",Metadata,None,No matching concept,Undefined
5523840,Microscopic observation [Identifier] in Blood or Marrow by Peroxidase stain,3026228,479,0.0%,"",Measurement,LOINC,11018-9,Lab Test
9924456,"","",478,0.0%,"","","","",""
9523347,Pathologist interpretation of Blood tests,3010023,478,0.0%,"",Measurement,LOINC,21026-0,Lab Test
6976872,Trisomy 21 risk [Likelihood] in Fetus,3043238,478,0.0%,"",Measurement,LOINC,43995-0,Lab Test
7031854,Carboxy tetrahydrocannabinol [Mass/volume] in Specimen,3050744,478,0.0%,ng mL,Measurement,LOINC,48944-3,Lab Test
7063887,Hemoglobin S [Presence] in Blood by Solubility test,3017974,478,0.0%,"",Measurement,LOINC,6864-3,Lab Test
2224264,Bartonella quintana IgG Ab [Titer] in Serum,3006355,478,0.0%,"",Measurement,LOINC,9360-9,Lab Test
8259073,Cytomegalovirus DNA [Presence] in Specimen by NAA with probe detection,3020229,478,0.0%,"",Measurement,LOINC,5000-5,Lab Test
8815874,"","",477,0.0%,"","","","",""
9909511,"","",477,0.0%,"","","","",""
4242231,"","",477,0.0%,vials,"","","",""
7417812,IgG [Mass/volume] in Cerebral spinal fluid,3007368,477,0.0%,mg dL,Measurement,LOINC,2464-6,Lab Test
8145405,LORazepam [Mass/volume] in Urine,3026363,477,0.0%,ng mL,Measurement,LOINC,3725-9,Lab Test
8338602,"","",476,0.0%,"","","","",""
6817045,"","",475,0.0%,"","","","",""
3327306,"","",475,0.0%,"","","","",""
8251820,No matching concept,0,475,0.0%,"",Metadata,None,No matching concept,Undefined
3448995,No matching concept,0,475,0.0%,"",Metadata,None,No matching concept,Undefined
8013474,Candida auris DNA [Presence] in Specimen by NAA with probe detection,1616908,475,0.0%,"",Measurement,LOINC,97936-9,Lab Test
4625563,"","",474,0.0%,"","","","",""
7762040,"","",474,0.0%,"","","","",""
4393926,"","",474,0.0%,"","","","",""
6429458,"","",474,0.0%,"","","","",""
6428130,"","",474,0.0%,"","","","",""
6105492,Microscopic observation [Identifier] in Blood or Marrow by Esterase stain.non-specific,3024873,474,0.0%,"",Measurement,LOINC,11016-3,Lab Test
1029892,"","",473,0.0%,"","","","",""
9098280,"","",473,0.0%,"","","","",""
9119697,"","",473,0.0%,ug g{creat},"","","",""
1661935,"","",473,0.0%,"","","","",""
1973174,Testosterone.free+weakly bound/Testosterone.total in Serum or Plasma,3023837,473,0.0%,%,Measurement,LOINC,6891-6,Lab Test
2285663,Goose feather IgE Ab [Units/volume] in Serum,3011197,472,0.0%,10*3.[U] L,Measurement,LOINC,6129-1,Lab Test
8500281,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by With P-5'-P,3005755,472,0.0%,[iU] L,Measurement,LOINC,1743-4,Lab Test
7508732,"","",471,0.0%,"","","","",""
8074139,"","",471,0.0%,nmol mL h,"","","",""
5407307,"","",471,0.0%,"","","","",""
7504418,Haptoglobin [Mass/volume] in Serum or Plasma,3012336,471,0.0%,mg dL,Measurement,LOINC,4542-7,Lab Test
7194809,No matching concept,0,471,0.0%,"",Metadata,None,No matching concept,Undefined
9010524,"","",469,0.0%,"","","","",""
4382368,"","",469,0.0%,mg dL,"","","",""
8746513,"","",469,0.0%,ng mL,"","","",""
6024343,"","",469,0.0%,ng mL,"","","",""
4617341,Blastomyces dermatitidis Ab [Presence] in Serum by Immune diffusion (ID),3034507,469,0.0%,"",Measurement,LOINC,5058-3,Lab Test
7986749,Parietal cell Ab [Units/volume] in Serum by Immunoassay,40759268,469,0.0%,[arb U],Measurement,LOINC,56147-2,Lab Test
7304223,Helicobacter pylori IgM Ab [Presence] in Serum by Immunoassay,3051620,468,0.0%,[arb U],Measurement,LOINC,46987-4,Lab Test
1245977,"","",468,0.0%,"","","","",""
7671208,No matching concept,0,468,0.0%,"",Metadata,None,No matching concept,Undefined
7117256,Specimen type,40769406,468,0.0%,"",Measurement,LOINC,66746-9,Lab Test
5588780,Herpes virus 6 DNA [Presence] in Cerebral spinal fluid by NAA with probe detection,3046896,467,0.0%,"",Measurement,LOINC,33942-4,Lab Test
8175775,Hemoglobin [Mass/volume] in Venous blood,3004119,467,0.0%,g dL,Measurement,LOINC,30350-3,Lab Test
6513060,No matching concept,0,467,0.0%,%,Metadata,None,No matching concept,Undefined
2190034,Bartonella quintana IgM Ab [Titer] in Serum,3022341,466,0.0%,"",Measurement,LOINC,9361-7,Lab Test
2596480,"","",466,0.0%,mg dL,"","","",""
2365840,"","",466,0.0%,"","","","",""
9792214,"","",466,0.0%,"","","","",""
3323719,No matching concept,0,466,0.0%,"",Metadata,None,No matching concept,Undefined
3964991,Specimen type,40769406,466,0.0%,"",Measurement,LOINC,66746-9,Lab Test
3575543,Hepatitis B virus DNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,3048505,466,0.0%,lg([iU]) mL,Measurement,LOINC,48398-2,Lab Test
9391496,Chronic urticaria index in Serum,40766101,466,0.0%,"",Measurement,LOINC,63369-3,Lab Test
4151093,Hepatitis C virus genotype [Identifier] in Serum or Plasma by NAA with probe detection,3002653,465,0.0%,"",Measurement,LOINC,32286-7,Lab Test
1116742,"","",465,0.0%,ug mL,"","","",""
4748263,"","",465,0.0%,"","","","",""
8479966,Osmotic fragility of Red Blood Cells--0.60% sodium chloride 24 hour 37 degree C incubation,3000422,464,0.0%,%,Measurement,LOINC,23918-6,Lab Test
4417908,JAK2 gene exon 13 targeted mutation analysis in Blood or Tissue by Molecular genetics method,40758430,464,0.0%,"",Measurement,LOINC,55301-6,Lab Test
5550186,"","",464,0.0%,"","","","",""
8875986,"","",464,0.0%,"","","","",""
2672435,"","",464,0.0%,"","","","",""
1484127,Osmotic fragility of Red Blood Cells--0.55% sodium chloride 24 hour 37 degree C incubation,3004342,464,0.0%,%,Measurement,LOINC,31105-0,Lab Test
1076391,Specimen source identified,3015746,463,0.0%,"",Measurement,LOINC,31208-2,Lab Test
9296882,No matching concept,0,463,0.0%,"",Metadata,None,No matching concept,Undefined
5566372,No matching concept,0,463,0.0%,"",Metadata,None,No matching concept,Undefined
1092106,Sjogrens syndrome-B extractable nuclear Ab [Units/volume] in Serum,3027450,462,0.0%,AI,Measurement,LOINC,17791-5,Lab Test
2101683,Fibrosis score,3048264,462,0.0%,"",Measurement,LOINC,48795-9,Lab Test
1913151,No matching concept,0,462,0.0%,"",Metadata,None,No matching concept,Undefined
9598343,Mycoplasma sp and Ureaplasma sp [Identifier] in Specimen by Organism specific culture,3006478,462,0.0%,"",Measurement,LOINC,687-4,Lab Test
3516770,Osmotic fragility of Red Blood Cells--0.65% sodium chloride 24 hour 37 degree C incubation,3018978,462,0.0%,%,Measurement,LOINC,23920-2,Lab Test
5735830,Necroinflammatory activity score,3048578,462,0.0%,"",Measurement,LOINC,48792-6,Lab Test
6824601,"","",461,0.0%,ug mL,"","","",""
7310544,"","",461,0.0%,"","","","",""
1252255,"","",461,0.0%,"","","","",""
8057557,Candida albicans IgE Ab [Units/volume] in Serum,3013766,461,0.0%,"",Measurement,LOINC,6059-0,Lab Test
7569763,No matching concept,0,461,0.0%,"",Metadata,None,No matching concept,Undefined
8868879,Peanut recombinant (rAra h) 2 IgE Ab [Units/volume] in Serum,40761872,461,0.0%,10*3.[U] L,Measurement,LOINC,58778-2,Lab Test
8724298,"","",460,0.0%,ng mL,"","","",""
8869123,"","",460,0.0%,"","","","",""
3077163,"","",460,0.0%,"","","","",""
4829160,"","",460,0.0%,"","","","",""
5014294,"","",460,0.0%,ng mL,"","","",""
3580612,"","",460,0.0%,"","","","",""
4255050,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma,3003245,459,0.0%,mg dL,Measurement,LOINC,4477-6,Lab Test
3039330,Beef IgE Ab [Units/volume] in Serum,3023006,459,0.0%,"",Measurement,LOINC,6039-2,Lab Test
1307784,Bile acid [Moles/volume] in Serum or Plasma,3028110,459,0.0%,"",Measurement,LOINC,14628-2,Lab Test
7576346,Apolipoprotein A-I [Mass/volume] in Serum or Plasma,3008364,459,0.0%,mg dL,Measurement,LOINC,1869-7,Lab Test
1504172,Bilirubin.total [Mass/volume] in Body fluid,3028193,459,0.0%,mg dL,Measurement,LOINC,1974-5,Lab Test
4856491,Borrelia burgdorferi DNA [Presence] in Body fluid by NAA with probe detection,3037610,459,0.0%,"",Measurement,LOINC,42589-2,Lab Test
2700869,No matching concept,0,458,0.0%,"",Metadata,None,No matching concept,Undefined
4786100,No matching concept,0,458,0.0%,"",Metadata,None,No matching concept,Undefined
7061710,No matching concept,0,458,0.0%,"",Metadata,None,No matching concept,Undefined
4211543,"","",457,0.0%,"","","","",""
6401610,Coenzyme Q10 [Mass/volume] in Serum or Plasma,3007561,457,0.0%,mg L,Measurement,LOINC,27923-2,Lab Test
1667470,No matching concept,0,457,0.0%,"",Metadata,None,No matching concept,Undefined
5831587,"","",456,0.0%,"","","","",""
4356975,"","",456,0.0%,"","","","",""
3058165,"","",456,0.0%,"","","","",""
1251839,"","",456,0.0%,"","","","",""
1722162,"","",456,0.0%,ng mL,"","","",""
6471761,No matching concept,0,455,0.0%,"",Metadata,None,No matching concept,Undefined
2081689,Pneumocystis jiroveci DNA [Presence] in Specimen by NAA with probe detection,3009595,455,0.0%,"",Measurement,LOINC,6521-9,Lab Test
8333230,"","",454,0.0%,"","","","",""
7012893,"","",454,0.0%,"","","","",""
6521523,"","",454,0.0%,"","","","",""
1245287,"","",454,0.0%,mmol mol{creat},"","","",""
3489527,"","",454,0.0%,"","","","",""
6737709,Sjogrens syndrome-A extractable nuclear 52kD Ab [Units/volume] in Serum,3041067,453,0.0%,[arb U],Measurement,LOINC,53017-0,Lab Test
3306179,U1 small nuclear ribonucleoprotein 70kD Ab [Units/volume] in Serum,40762119,453,0.0%,[arb U],Measurement,LOINC,59026-5,Lab Test
4284992,Pineapple IgE Ab [Units/volume] in Serum,3021661,453,0.0%,10*3.[U] L,Measurement,LOINC,6218-2,Lab Test
4653175,MDA5 Ab [Units/volume] in Serum by Line blot,36306115,453,0.0%,[arb U],Measurement,LOINC,88725-7,Lab Test
6706357,Fibrillarin Ab [Presence] in Serum,3029569,453,0.0%,"",Measurement,LOINC,49963-2,Lab Test
3013480,TIF1-gamma Ab [Units/volume] in Serum by Line blot,36305608,453,0.0%,[arb U],Measurement,LOINC,88739-8,Lab Test
6199140,Mj Ab [Units/volume] in Serum by Line blot,42529583,453,0.0%,[arb U],Measurement,LOINC,82425-0,Lab Test
4161998,Neutrophils/100 leukocytes in Body fluid,3014502,452,0.0%,%,Measurement,LOINC,26513-2,Lab Test
1518983,"","",452,0.0%,ng mL,"","","",""
9172821,"","",452,0.0%,"","","","",""
6890317,No matching concept,0,452,0.0%,"",Metadata,None,No matching concept,Undefined
8012224,"","",451,0.0%,"","","","",""
8679897,"","",451,0.0%,"","","","",""
7473191,"","",451,0.0%,"","","","",""
7127700,"","",451,0.0%,"","","","",""
9084504,"","",451,0.0%,"","","","",""
4525900,"","",451,0.0%,"","","","",""
9448337,"","",451,0.0%,"","","","",""
5422997,"","",451,0.0%,"","","","",""
2943724,"","",451,0.0%,"","","","",""
5486416,"","",451,0.0%,"","","","",""
3607468,"","",451,0.0%,pmol L,"","","",""
5877080,"","",451,0.0%,"","","","",""
4837627,"","",451,0.0%,"","","","",""
9240562,"","",451,0.0%,pmol L,"","","",""
4600795,Rouleaux [Presence] in Blood by Light microscopy,3036273,451,0.0%,"",Measurement,LOINC,7797-4,Lab Test
4488246,Orange IgE Ab [Units/volume] in Serum,3007456,451,0.0%,10*3.[U] L,Measurement,LOINC,6194-5,Lab Test
4946010,No matching concept,0,451,0.0%,"",Metadata,None,No matching concept,Undefined
1716941,No matching concept,0,451,0.0%,"",Metadata,None,No matching concept,Undefined
8683911,SMN1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,3041632,451,0.0%,"",Measurement,LOINC,41053-0,Lab Test
7068506,Reagin Ab [Presence] in Serum by RPR,3021461,450,0.0%,"",Measurement,LOINC,20507-0,Lab Test
6736713,"","",450,0.0%,"","","","",""
8645490,"","",450,0.0%,"","","","",""
1128315,"","",450,0.0%,"","","","",""
3928585,"","",449,0.0%,"","","","",""
7859781,Alpha subunit [Mass/volume] in Serum or Plasma,3026848,449,0.0%,"",Measurement,LOINC,30199-4,Lab Test
5501996,"","",448,0.0%,"","","","",""
3389364,Specific gravity of Urine,3033543,448,0.0%,"",Measurement,LOINC,2965-2,Lab Test
1367395,No matching concept,0,448,0.0%,"",Metadata,None,No matching concept,Undefined
4503930,Cold agglutinin [Titer] in Serum or Plasma,3001686,447,0.0%,"",Measurement,LOINC,14658-9,Lab Test
8738045,"","",447,0.0%,"","","","",""
5375299,"","",447,0.0%,"","","","",""
8154941,"","",447,0.0%,"","","","",""
8143233,"","",447,0.0%,"","","","",""
3871832,"","",447,0.0%,"","","","",""
8453485,Hemoglobin S [Presence] in Blood by Solubility test,3017974,447,0.0%,"",Measurement,LOINC,6864-3,Lab Test
9430700,Eastern White Pine IgE Ab [Units/volume] in Serum,3027873,447,0.0%,10*3.[U] L,Measurement,LOINC,6282-8,Lab Test
3028344,Parathyrin.intact [Mass/volume] in Serum or Plasma,3000067,446,0.0%,Not Available,Measurement,LOINC,2731-8,Lab Test
2339382,Apolipoprotein B/Apolipoprotein A-I [Mass Ratio] in Serum or Plasma,3011912,446,0.0%,"",Measurement,LOINC,1874-7,Lab Test
4698188,"","",446,0.0%,"","","","",""
2083739,"","",446,0.0%,"","","","",""
4763079,"","",446,0.0%,"","","","",""
8903885,"","",446,0.0%,"","","","",""
2461020,Tobramycin [Mass/volume] in Serum or Plasma --random,3006958,446,0.0%,ug mL,Measurement,LOINC,4058-4,Lab Test
8664311,Enterovirus RNA [Presence] in Cerebral spinal fluid by NAA with probe detection,3002433,446,0.0%,"",Measurement,LOINC,29558-4,Lab Test
5409694,"","",445,0.0%,"","","","",""
7343941,"","",445,0.0%,[iU] L,"","","",""
2577776,"","",445,0.0%,%,"","","",""
5108269,"","",445,0.0%,"","","","",""
9879977,"","",445,0.0%,"","","","",""
4292453,"","",445,0.0%,[iU] L,"","","",""
4695031,"","",445,0.0%,%,"","","",""
5221566,Islet cell 512 Ab [Units/volume] in Serum,3016273,445,0.0%,"",Measurement,LOINC,31209-0,Lab Test
9288724,"","",444,0.0%,ng dL,"","","",""
3821010,"","",444,0.0%,mg dL,"","","",""
5369249,Iron binding capacity [Mass/volume] in Serum or Plasma,3021044,444,0.0%,Not Available,Measurement,LOINC,2500-7,Lab Test
3701924,Oxygen saturation in Venous blood,3024928,444,0.0%,%,Measurement,LOINC,2711-0,Clinical Observation
3744317,"","",443,0.0%,"","","","",""
2638445,"","",443,0.0%,"","","","",""
4439419,"","",443,0.0%,"","","","",""
9147045,Casein IgE Ab [Units/volume] in Serum,3011897,443,0.0%,"",Measurement,LOINC,6062-4,Lab Test
3008524,Trisomy 18 risk [Likelihood] in Fetus,3047352,442,0.0%,"",Measurement,LOINC,43994-3,Lab Test
8910618,"","",442,0.0%,"","","","",""
4137165,"","",442,0.0%,ug mL,"","","",""
2631266,"","",442,0.0%,"","","","",""
1474963,No matching concept,0,442,0.0%,"",Metadata,None,No matching concept,Undefined
8199666,No matching concept,0,442,0.0%,"",Metadata,None,No matching concept,Undefined
3550108,Neural tube defect risk [Likelihood] in Fetus,3048541,442,0.0%,"",Measurement,LOINC,48803-1,Lab Test
6481105,Copper free [Mass/volume] in Serum or Plasma,36031387,441,0.0%,"",Measurement,LOINC,96257-1,Lab Test
9226908,Acylglycines [Interpretation] in Urine Narrative,3042534,441,0.0%,"",Measurement,LOINC,53718-3,Lab Test
8526006,"","",441,0.0%,"","","","",""
4960546,Homocysteine [Moles/volume] in Serum or Plasma,3016724,441,0.0%,umol L,Measurement,LOINC,13965-9,Lab Test
7117273,Carbon dioxide [Partial pressure] in Venous blood,3021447,440,0.0%,mm[Hg],Measurement,LOINC,2021-4,Lab Test
1998266,"","",440,0.0%,"","","","",""
7870750,"","",440,0.0%,mmol L,"","","",""
9629307,"","",440,0.0%,"","","","",""
9202845,No matching concept,0,440,0.0%,"",Metadata,None,No matching concept,Undefined
4529538,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma,3000748,440,0.0%,s,Measurement,LOINC,5959-2,Lab Test
7790254,"","",439,0.0%,"","","","",""
2932486,"","",439,0.0%,"","","","",""
1086737,"","",439,0.0%,nmol mL,"","","",""
5753628,"","",439,0.0%,"","","","",""
2393322,Virus identified in Specimen by Culture,3028433,438,0.0%,"",Measurement,LOINC,6584-7,Lab Test
6921200,Carcinoembryonic Ag [Mass/volume] in Peritoneal fluid,3042038,438,0.0%,"",Measurement,LOINC,40622-3,Lab Test
8903453,No matching concept,0,438,0.0%,"",Metadata,None,No matching concept,Undefined
8117497,Temazepam [Presence] in Urine,40763824,438,0.0%,"",Measurement,LOINC,61060-0,Lab Test
3742697,Fetal Nuchal fold [Multiple of the median] Thickness US,3048559,437,0.0%,"",Measurement,LOINC,49035-9,Clinical Observation
7840514,"","",437,0.0%,"","","","",""
6695816,"","",437,0.0%,uU mL,"","","",""
7920437,"","",437,0.0%,"","","","",""
6581058,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1 hour post incubation,3046272,437,0.0%,s,Measurement,LOINC,33357-5,Lab Test
2114174,No matching concept,0,437,0.0%,"",Metadata,None,No matching concept,Undefined
2616552,No matching concept,0,437,0.0%,"",Metadata,None,No matching concept,Undefined
1368636,No matching concept,0,437,0.0%,"",Metadata,None,No matching concept,Undefined
7885590,Fetal Nuchal fold Thickness US,3005033,437,0.0%,mm,Measurement,LOINC,12146-7,Clinical Observation
8777253,Fetal Crown Rump length US,3001951,437,0.0%,mm,Measurement,LOINC,11957-8,Clinical Observation
8076889,"","",436,0.0%,uU mL,"","","",""
5241890,"","",436,0.0%,"","","","",""
4251090,"","",435,0.0%,"","","","",""
6773512,"","",435,0.0%,"","","","",""
6236195,"","",435,0.0%,"","","","",""
7728733,"","",435,0.0%,"","","","",""
7106025,"","",435,0.0%,"","","","",""
4621748,Caffeine [Mass/volume] in Serum or Plasma,3022695,435,0.0%,ug mL,Measurement,LOINC,3422-3,Lab Test
3634267,No matching concept,0,435,0.0%,"",Metadata,None,No matching concept,Undefined
9996761,No matching concept,0,435,0.0%,"",Metadata,None,No matching concept,Undefined
4420620,No matching concept,0,435,0.0%,"",Metadata,None,No matching concept,Undefined
1168156,English plantain IgE Ab [Units/volume] in Serum,3014126,435,0.0%,"",Measurement,LOINC,6110-1,Lab Test
5732186,Amphetamine [Presence] in Urine by Confirmatory method,3003017,434,0.0%,"",Measurement,LOINC,19344-1,Lab Test
3009985,No matching concept,0,434,0.0%,"",Metadata,None,No matching concept,Undefined
2165545,No matching concept,0,432,0.0%,"",Metadata,None,No matching concept,Undefined
3848567,No matching concept,0,432,0.0%,"",Metadata,None,No matching concept,Undefined
7085420,Eastern White Pine IgE Ab [Units/volume] in Serum,3027873,432,0.0%,"",Measurement,LOINC,6282-8,Lab Test
4733834,Pea IgE Ab RAST class [Presence] in Serum,3000317,431,0.0%,"",Measurement,LOINC,15913-7,Lab Test
1953988,"","",431,0.0%,"","","","",""
5974228,"","",431,0.0%,"","","","",""
5137314,"","",431,0.0%,"","","","",""
4548908,"","",431,0.0%,"","","","",""
5138838,"","",431,0.0%,"","","","",""
9177542,Pea IgE Ab [Units/volume] in Serum,3025365,431,0.0%,"",Measurement,LOINC,6204-2,Lab Test
6562842,Prothrombin time (PT) in Control Platelet poor plasma by Coagulation assay,3033891,430,0.0%,s,Measurement,LOINC,5901-4,Lab Test
4642015,Voltage-gated potassium channel Ab [Moles/volume] in Cerebral spinal fluid,40771459,430,0.0%,nmol L,Measurement,LOINC,68913-3,Lab Test
4147200,"","",430,0.0%,"","","","",""
1276844,"","",430,0.0%,"","","","",""
6710643,"","",430,0.0%,"","","","",""
5665664,Ferritin [Mass/volume] in Serum or Plasma,3001122,430,0.0%,"",Measurement,LOINC,2276-4,Lab Test
9260472,"","",429,0.0%,"","","","",""
6765278,"","",429,0.0%,"","","","",""
2561431,"","",429,0.0%,"","","","",""
9017550,"","",429,0.0%,"","","","",""
9095338,"","",429,0.0%,"","","","",""
1541985,"","",429,0.0%,"","","","",""
9496826,"","",429,0.0%,"","","","",""
1227614,"","",428,0.0%,"","","","",""
7659012,"","",428,0.0%,"","","","",""
3048857,"","",428,0.0%,"","","","",""
6935719,Phencyclidine [Presence] in Urine by Confirmatory method,3004498,428,0.0%,"",Measurement,LOINC,18392-1,Lab Test
7030820,Herpes simplex virus 1 IgG Ab [Units/volume] in Serum by Immunoassay,3001038,427,0.0%,{index},Measurement,LOINC,5206-8,Lab Test
2626604,"","",427,0.0%,"","","","",""
6711803,"","",427,0.0%,"","","","",""
8794722,"","",427,0.0%,%,"","","",""
4749727,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,40761514,427,0.0%,%,Measurement,LOINC,58413-6,Lab Test
2406111,No matching concept,0,427,0.0%,"",Metadata,None,No matching concept,Undefined
9050234,No matching concept,0,427,0.0%,"",Metadata,None,No matching concept,Undefined
3943908,Amiodarone [Mass/volume] in Serum or Plasma,3015375,426,0.0%,ug mL,Measurement,LOINC,3330-8,Lab Test
6480983,Prothrombin time (PT) factor substitution in Control Platelet poor plasma by Coagulation assay --1H post incubation with normal plasma,3046564,426,0.0%,s,Measurement,LOINC,33884-8,Lab Test
4028534,"","",426,0.0%,10*-6.[U] mL,"","","",""
7518197,"","",426,0.0%,"","","","",""
3450852,"","",426,0.0%,"","","","",""
1349366,Soybean IgG Ab [Units/volume] in Serum,3025327,426,0.0%,"",Measurement,LOINC,6735-5,Lab Test
9754109,No matching concept,0,426,0.0%,"",Metadata,None,No matching concept,Undefined
1542401,Metanephrine [Mass/volume] in Serum or Plasma,3015200,425,0.0%,pg mL,Measurement,LOINC,29141-9,Lab Test
7874379,"","",425,0.0%,"","","","",""
3314668,"","",425,0.0%,mg dL,"","","",""
9228634,"","",425,0.0%,"","","","",""
5075780,No matching concept,0,425,0.0%,"",Metadata,None,No matching concept,Undefined
3060770,Thyrotropin [Units/volume] in Serum or Plasma,3009201,425,0.0%,10*-6.[U] mL,Measurement,LOINC,3016-3,Lab Test
7537835,Echinococcus granulosus IgG Ab [Units/volume] in Serum by Immunoassay,3048782,424,0.0%,"",Measurement,LOINC,47308-2,Lab Test
9901147,"","",424,0.0%,"","","","",""
9029129,"","",424,0.0%,"","","","",""
5513807,Cocoa IgE Ab [Units/volume] in Serum,3021959,424,0.0%,10*3.[U] L,Measurement,LOINC,6080-6,Lab Test
3013373,Cobalamin (Vitamin B12).unsaturated Binding Capacity [Mass/volume] in Serum or Plasma,3025222,423,0.0%,pg mL,Measurement,LOINC,2171-7,Lab Test
8397189,Fibrin strands [Presence] in Blood by Light microscopy,3046590,423,0.0%,"",Measurement,LOINC,32778-3,Lab Test
3930597,"","",423,0.0%,"","","","",""
6093807,"","",423,0.0%,"","","","",""
4242396,"","",423,0.0%,"","","","",""
8481378,No matching concept,0,423,0.0%,"",Metadata,None,No matching concept,Undefined
4502683,SERPINE1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,40763631,422,0.0%,"",Measurement,LOINC,60577-4,Lab Test
2228422,"","",422,0.0%,"","","","",""
9857196,"","",422,0.0%,ng mL,"","","",""
4877633,No matching concept,0,422,0.0%,"",Metadata,None,No matching concept,Undefined
4792056,No matching concept,0,421,0.0%,"",Metadata,None,No matching concept,Undefined
6370301,No matching concept,0,421,0.0%,"",Metadata,None,No matching concept,Undefined
2383741,"","",420,0.0%,"","","","",""
7200035,"","",420,0.0%,"","","","",""
8742931,"","",420,0.0%,ng mL,"","","",""
6663518,"","",420,0.0%,%,"","","",""
8754466,"","",420,0.0%,"","","","",""
8486815,"","",420,0.0%,{titer},"","","",""
8331687,No matching concept,0,420,0.0%,"",Metadata,None,No matching concept,Undefined
2764002,"","",419,0.0%,"","","","",""
5863243,"","",419,0.0%,mg dL,"","","",""
1030754,Herpes simplex virus IgM Ab [Presence] in Serum,3010761,419,0.0%,"",Measurement,LOINC,25435-9,Lab Test
8521680,BK virus DNA [Log #/volume] (viral load) in Urine by NAA with probe detection,1175766,418,0.0%,"",Measurement,LOINC,90924-2,Lab Test
5056586,"","",418,0.0%,"","","","",""
3429925,"","",418,0.0%,ng mL,"","","",""
2652343,Epstein Barr virus nuclear Ab [Presence] in Serum,3001820,418,0.0%,"",Measurement,LOINC,22296-8,Lab Test
8825085,Peanut IgE Ab [Units/volume] in Serum,3012494,418,0.0%,10*3.[U] L,Measurement,LOINC,6206-7,Lab Test
2499722,CEBPA gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,40766729,418,0.0%,"",Measurement,LOINC,64012-8,Lab Test
3147521,"","",417,0.0%,"","","","",""
5818160,"","",417,0.0%,"","","","",""
6281311,"","",417,0.0%,"","","","",""
2161596,"","",417,0.0%,"","","","",""
1699298,IgG [Mass/volume] in Serum or Plasma,3005719,417,0.0%,mg dL,Measurement,LOINC,2465-3,Lab Test
6741409,Varicella zoster virus DNA [Presence] in Specimen by NAA with probe detection,3012202,417,0.0%,"",Measurement,LOINC,11483-5,Lab Test
9593874,CD3-CD16+CD56+ (Natural killer) cells [#/volume] in Specimen,3010083,416,0.0%,{cells} uL,Measurement,LOINC,20604-5,Lab Test
8259409,"","",416,0.0%,"","","","",""
3989099,"","",416,0.0%,"","","","",""
1079738,Neutrophil cytoplasmic Ab.classic [Titer] in Serum,3046294,416,0.0%,{titer},Measurement,LOINC,32708-0,Lab Test
6184720,BK virus DNA [#/volume] (viral load) in Urine by NAA with probe detection,3034629,416,0.0%,{copies} mL,Measurement,LOINC,41480-5,Lab Test
