procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
6982911,Fluoroscopy of Esophagus,2787139,ICD10PCS,BD11ZZZ,Fluoroscopy of Esophagus,61,0.0%,Procedure,ICD10PCS,BD11ZZZ,ICD10PCS
3251148,"Extirpation of Matter from Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic",2744937,ICD10PCS,0BCJ8ZZ,"Extirpation of Matter from Left Lower Lung Lobe, Endo",61,0.0%,Procedure,ICD10PCS,0BCJ8ZZ,ICD10PCS
9325354,Fluoroscopy of Upper GI,2787147,ICD10PCS,BD15ZZZ,Fluoroscopy of Upper GI,61,0.0%,Procedure,ICD10PCS,BD15ZZZ,ICD10PCS
9145733,Ultrasonography of Right Lower Extremity Arteries,2788622,ICD10PCS,B44FZZZ,Ultrasonography of Right Lower Extremity Arteries,61,0.0%,Procedure,ICD10PCS,B44FZZZ,ICD10PCS
2830774,Ultrasonography of Left Breast,2792736,ICD10PCS,BH41ZZZ,Ultrasonography of Left Breast,61,0.0%,Procedure,ICD10PCS,BH41ZZZ,ICD10PCS
5431171,"Occlusion of Left Cephalic Vein, Open Approach",2734660,ICD10PCS,05LF0ZZ,"Occlusion of Left Cephalic Vein, Open Approach",61,0.0%,Procedure,ICD10PCS,05LF0ZZ,ICD10PCS
8821244,"Excision of Cervicothoracic Vertebral Disc, Open Approach",2766021,ICD10PCS,0RB50ZZ,"Excision of Cervicothoracic Vertebral Disc, Open Approach",61,0.0%,Procedure,ICD10PCS,0RB50ZZ,ICD10PCS
3961953,"Release Left Knee Joint, External Approach",2771372,ICD10PCS,0SNDXZZ,"Release Left Knee Joint, External Approach",61,0.0%,Procedure,ICD10PCS,0SNDXZZ,ICD10PCS
3818426,"Dilation of Right Ureter with Intraluminal Device, Via Natural or Artificial Opening",2776703,ICD10PCS,0T767DZ,"Dilation of Right Ureter with Intralum Dev, Via Opening",61,0.0%,Procedure,ICD10PCS,0T767DZ,ICD10PCS
5990834,Computerized Tomography (CT Scan) of Left Kidney using Low Osmolar Contrast,2792010,ICD10PCS,BT221ZZ,CT Scan of L Kidney using L Osm Contrast,61,0.0%,Procedure,ICD10PCS,BT221ZZ,ICD10PCS
2667754,"","",ICD10PCS,XW043N7,"Introduce Lisocab in Central Vein, Perc, New Tech 7",61,0.0%,"","","",""
6086631,"Reposition Right Upper Eyelid, External Approach",2737788,ICD10PCS,08SNXZZ,"Reposition Right Upper Eyelid, External Approach",61,0.0%,Procedure,ICD10PCS,08SNXZZ,ICD10PCS
8373797,"Drainage of Left Elbow Joint, Percutaneous Approach, Diagnostic",2769500,ICD10PCS,0R9M3ZX,"Drainage of Left Elbow Joint, Percutaneous Approach, Diagn",61,0.0%,Procedure,ICD10PCS,0R9M3ZX,ICD10PCS
7748366,"Destruction of Transverse Colon, Via Natural or Artificial Opening Endoscopic",2747991,ICD10PCS,0D5L8ZZ,"Destruction of Transverse Colon, Endo",61,0.0%,Procedure,ICD10PCS,0D5L8ZZ,ICD10PCS
5928808,"Supplement Left Tarsal with Autologous Tissue Substitute, Open Approach",2766236,ICD10PCS,0QUM07Z,"Supplement Left Tarsal with Autol Sub, Open Approach",61,0.0%,Procedure,ICD10PCS,0QUM07Z,ICD10PCS
5046960,"Reposition Right Ankle Joint, Open Approach",2774865,ICD10PCS,0SSF0ZZ,"Reposition Right Ankle Joint, Open Approach",61,0.0%,Procedure,ICD10PCS,0SSF0ZZ,ICD10PCS
2936665,"Excision of Pancreatic Duct, Via Natural or Artificial Opening Endoscopic, Diagnostic",2750739,ICD10PCS,0FBD8ZX,"Excision of Pancreatic Duct, Endo, Diagn",61,0.0%,Procedure,ICD10PCS,0FBD8ZX,ICD10PCS
2424432,"Alteration of Left Neck Subcutaneous Tissue and Fascia, Percutaneous Approach",2754711,ICD10PCS,0J053ZZ,"Alteration of Lt Neck Subcu/Fascia, Perc Approach",61,0.0%,Procedure,ICD10PCS,0J053ZZ,ICD10PCS
1644994,"Resection of Vulva, Open Approach",2778924,ICD10PCS,0UTM0ZZ,"Resection of Vulva, Open Approach",61,0.0%,Procedure,ICD10PCS,0UTM0ZZ,ICD10PCS
7940535,"Ultrasonography of Bilateral Lower Extremity Veins, Guidance",2786621,ICD10PCS,B54DZZA,"Ultrasonography of Bilateral Lower Extremity Veins, Guidance",61,0.0%,Procedure,ICD10PCS,B54DZZA,ICD10PCS
1175590,"Supplement Right Internal Carotid Artery with Synthetic Substitute, Open Approach",2729466,ICD10PCS,03UK0JZ,"Supplement R Int Carotid with Synth Sub, Open Approach",61,0.0%,Procedure,ICD10PCS,03UK0JZ,ICD10PCS
3049109,"Reposition Right Femoral Shaft, External Approach",2768703,ICD10PCS,0QS8XZZ,"Reposition Right Femoral Shaft, External Approach",61,0.0%,Procedure,ICD10PCS,0QS8XZZ,ICD10PCS
3796624,"Removal of Spacer from Right Hip Joint, Open Approach",2771164,ICD10PCS,0SP908Z,"Removal of Spacer from Right Hip Joint, Open Approach",61,0.0%,Procedure,ICD10PCS,0SP908Z,ICD10PCS
1110482,"Resection of Thoracic Vertebral Disc, Open Approach",2772931,ICD10PCS,0RT90ZZ,"Resection of Thoracic Vertebral Disc, Open Approach",61,0.0%,Procedure,ICD10PCS,0RT90ZZ,ICD10PCS
8354023,Fluoroscopy of Left Kidney,2791758,ICD10PCS,BT12ZZZ,Fluoroscopy of Left Kidney,61,0.0%,Procedure,ICD10PCS,BT12ZZZ,ICD10PCS
5447258,"Removal of Neurostimulator Lead from Spinal Cord, Open Approach",2723568,ICD10PCS,00PV0MZ,"Removal of Neuro Lead from Spinal Cord, Open Approach",60,0.0%,Procedure,ICD10PCS,00PV0MZ,ICD10PCS
3997373,"Dilation of Left Pulmonary Artery, Percutaneous Approach",2725559,ICD10PCS,027R3ZZ,"Dilation of Left Pulmonary Artery, Percutaneous Approach",60,0.0%,Procedure,ICD10PCS,027R3ZZ,ICD10PCS
1407625,"Removal of External Fixation Device from Right Tarsal, External Approach",2766636,ICD10PCS,0QPLX5Z,"Removal of Ext Fix from R Tarsal, Extern Approach",60,0.0%,Procedure,ICD10PCS,0QPLX5Z,ICD10PCS
3302051,"Dilation of Right Ureter, Percutaneous Approach",2776700,ICD10PCS,0T763ZZ,"Dilation of Right Ureter, Percutaneous Approach",60,0.0%,Procedure,ICD10PCS,0T763ZZ,ICD10PCS
6531973,"Extirpation of Matter from Left Posterior Tibial Artery, Percutaneous Approach",2731061,ICD10PCS,04CS3ZZ,"Extirpation of Matter from L Post Tib Art, Perc Approach",60,0.0%,Procedure,ICD10PCS,04CS3ZZ,ICD10PCS
7101769,"Inspection of Retroperitoneum, Open Approach",2777831,ICD10PCS,0WJH0ZZ,"Inspection of Retroperitoneum, Open Approach",60,0.0%,Procedure,ICD10PCS,0WJH0ZZ,ICD10PCS
7993023,"Excision of Left Fallopian Tube, Percutaneous Endoscopic Approach, Diagnostic",2780112,ICD10PCS,0UB64ZX,"Excision of Left Fallopian Tube, Perc Endo Approach, Diagn",60,0.0%,Procedure,ICD10PCS,0UB64ZX,ICD10PCS
5306609,"Irrigation of Upper GI using Irrigating Substance, Via Natural or Artificial Opening Endoscopic",2786274,ICD10PCS,3E1G88Z,"Irrigation of Upper GI using Irrigating Substance, Endo",60,0.0%,Procedure,ICD10PCS,3E1G88Z,ICD10PCS
1601668,"Measurement of Cardiac Electrical Activity, External Approach",2786741,ICD10PCS,4A02X4Z,"Measurement of Cardiac Electrical Activity, Extern Approach",60,0.0%,Procedure,ICD10PCS,4A02X4Z,ICD10PCS
5145471,"Extraction of Mesenteric Lymphatic, Via Natural or Artificial Opening Endoscopic, Diagnostic",43016336,ICD10PCS,07DB8ZX,"Extraction of Mesenteric Lymphatic, Endo, Diagn",60,0.0%,Procedure,ICD10PCS,07DB8ZX,ICD10PCS
9395488,"Supplement Right Axillary Artery with Synthetic Substitute, Open Approach",2729598,ICD10PCS,03U50JZ,"Supplement R Axilla Art with Synth Sub, Open Approach",60,0.0%,Procedure,ICD10PCS,03U50JZ,ICD10PCS
9078648,"Excision of Right Middle Ear, Open Approach",2745532,ICD10PCS,09B50ZZ,"Excision of Right Middle Ear, Open Approach",60,0.0%,Procedure,ICD10PCS,09B50ZZ,ICD10PCS
5333764,"Reposition Right Tibia with External Fixation Device, Open Approach",2769173,ICD10PCS,0QSG05Z,"Reposition Right Tibia with Ext Fix, Open Approach",60,0.0%,Procedure,ICD10PCS,0QSG05Z,ICD10PCS
8182561,"Detachment at Right Knee Region, Open Approach",2784250,ICD10PCS,0Y6F0ZZ,"Detachment at Right Knee Region, Open Approach",60,0.0%,Procedure,ICD10PCS,0Y6F0ZZ,ICD10PCS
5644689,"Irrigation of Joints using Irrigating Substance, Percutaneous Endoscopic Approach",1524110,ICD10PCS,3E1U48Z,"Irrigation of Joints using Irrigating Substance, Percutaneous Endoscopic Approach",60,0.0%,Procedure,ICD10PCS,3E1U48Z,ICD10PCS
1461819,"Excision of Dura Mater, Open Approach, Diagnostic",2722682,ICD10PCS,00B20ZX,"Excision of Dura Mater, Open Approach, Diagnostic",60,0.0%,Procedure,ICD10PCS,00B20ZX,ICD10PCS
8927609,"Replacement of Right Lower Leg Skin with Autologous Tissue Substitute, Full Thickness, External Approach",2757245,ICD10PCS,0HRKX73,"Replace R Low Leg Skin w Autol Sub, Full Thick, Extern",60,0.0%,Procedure,ICD10PCS,0HRKX73,ICD10PCS
1836385,Fluoroscopy of Spinal Arteries using Low Osmolar Contrast,2787068,ICD10PCS,B31M1ZZ,Fluoroscopy of Spinal Arteries using Low Osmolar Contrast,60,0.0%,Procedure,ICD10PCS,B31M1ZZ,ICD10PCS
6479358,Fluoroscopy of Other Lower Arteries using Other Contrast,2788140,ICD10PCS,B41JYZZ,Fluoroscopy of Other Lower Arteries using Other Contrast,60,0.0%,Procedure,ICD10PCS,B41JYZZ,ICD10PCS
2321373,"Introduction of Other Therapeutic Substance into Upper GI, Percutaneous Endoscopic Approach",43018281,ICD10PCS,3E0G4GC,"Introduce of Oth Therap Subst into Up GI, Perc Endo Approach",60,0.0%,Procedure,ICD10PCS,3E0G4GC,ICD10PCS
5449456,"Dilation of Superior Vena Cava with Intraluminal Device, Percutaneous Approach",2725588,ICD10PCS,027V3DZ,"Dilation of Sup Vena Cava with Intralum Dev, Perc Approach",60,0.0%,Procedure,ICD10PCS,027V3DZ,ICD10PCS
4879070,Ultrasonography of Right Breast,2792735,ICD10PCS,BH40ZZZ,Ultrasonography of Right Breast,60,0.0%,Procedure,ICD10PCS,BH40ZZZ,ICD10PCS
7308709,"Replacement of Left Eye with Synthetic Substitute, Open Approach",2741266,ICD10PCS,08R10JZ,"Replacement of Left Eye with Synth Sub, Open Approach",60,0.0%,Procedure,ICD10PCS,08R10JZ,ICD10PCS
4807067,"Fusion of 2 or more Cervical Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach",2767306,ICD10PCS,0RG20J1,"Fusion 2-6 C Jt w Synth Sub, Post Appr P Col, Open",60,0.0%,Procedure,ICD10PCS,0RG20J1,ICD10PCS
5430659,"Fusion of Right Tarsometatarsal Joint with Autologous Tissue Substitute, Open Approach",2772816,ICD10PCS,0SGK07Z,"Fusion of R Tarsometatars Jt with Autol Sub, Open Approach",60,0.0%,Procedure,ICD10PCS,0SGK07Z,ICD10PCS
5015036,"Reposition Ileum, Open Approach",2752893,ICD10PCS,0DSB0ZZ,"Reposition Ileum, Open Approach",60,0.0%,Procedure,ICD10PCS,0DSB0ZZ,ICD10PCS
7614729,"Excision of Right Kidney, Open Approach, Diagnostic",2773680,ICD10PCS,0TB00ZX,"Excision of Right Kidney, Open Approach, Diagnostic",60,0.0%,Procedure,ICD10PCS,0TB00ZX,ICD10PCS
6216505,"Alteration of Lower Jaw, Open Approach",2778028,ICD10PCS,0W050ZZ,"Alteration of Lower Jaw, Open Approach",60,0.0%,Procedure,ICD10PCS,0W050ZZ,ICD10PCS
9285119,"Insertion of Infusion Device into Right Pulmonary Artery, Percutaneous Approach",2726303,ICD10PCS,02HQ33Z,"Insertion of Infusion Device into R Pulm Art, Perc Approach",60,0.0%,Procedure,ICD10PCS,02HQ33Z,ICD10PCS
8471400,"Excision of Left Toe Phalanx, Percutaneous Approach, Diagnostic",2762960,ICD10PCS,0QBR3ZX,"Excision of Left Toe Phalanx, Percutaneous Approach, Diagn",60,0.0%,Procedure,ICD10PCS,0QBR3ZX,ICD10PCS
2419636,"Detachment at Left Index Finger, Low, Open Approach",2784156,ICD10PCS,0X6P0Z3,"Detachment at Left Index Finger, Low, Open Approach",60,0.0%,Procedure,ICD10PCS,0X6P0Z3,ICD10PCS
3259318,"Dilation of Left Cephalic Vein with Intraluminal Device, Percutaneous Approach",2735569,ICD10PCS,057F3DZ,"Dilation of L Cephalic Vein with Intralum Dev, Perc Approach",59,0.0%,Procedure,ICD10PCS,057F3DZ,ICD10PCS
1723731,"Supplement Nasal Mucosa and Soft Tissue with Autologous Tissue Substitute, External Approach",2745126,ICD10PCS,09UKX7Z,"Supplement Nose Sft Tiss with Autol Sub, Extern Approach",59,0.0%,Procedure,ICD10PCS,09UKX7Z,ICD10PCS
7937176,"Resection of Ascending Colon, Open Approach",2753386,ICD10PCS,0DTK0ZZ,"Resection of Ascending Colon, Open Approach",59,0.0%,Procedure,ICD10PCS,0DTK0ZZ,ICD10PCS
3149924,Plain Radiography of Bile Ducts using Other Contrast,2787172,ICD10PCS,BF00YZZ,Plain Radiography of Bile Ducts using Other Contrast,59,0.0%,Procedure,ICD10PCS,BF00YZZ,ICD10PCS
7942371,"Dilation of Celiac Artery with Intraluminal Device, Percutaneous Approach",2731747,ICD10PCS,04713DZ,"Dilation of Celiac Artery with Intralum Dev, Perc Approach",59,0.0%,Procedure,ICD10PCS,04713DZ,ICD10PCS
8242676,"Drainage of Rectum with Drainage Device, Open Approach",2746241,ICD10PCS,0D9P00Z,"Drainage of Rectum with Drainage Device, Open Approach",59,0.0%,Procedure,ICD10PCS,0D9P00Z,ICD10PCS
4105651,"Release Duodenum, Percutaneous Endoscopic Approach",2746597,ICD10PCS,0DN94ZZ,"Release Duodenum, Percutaneous Endoscopic Approach",59,0.0%,Procedure,ICD10PCS,0DN94ZZ,ICD10PCS
3502598,"Transfer Right Trunk Muscle with Skin and Subcutaneous Tissue, Open Approach",2753903,ICD10PCS,0KXF0Z2,"Transfer Right Trunk Muscle with Skin, Subcu, Open Approach",59,0.0%,Procedure,ICD10PCS,0KXF0Z2,ICD10PCS
4572307,"Destruction of Left Ovary, Percutaneous Endoscopic Approach",2774782,ICD10PCS,0U514ZZ,"Destruction of Left Ovary, Percutaneous Endoscopic Approach",59,0.0%,Procedure,ICD10PCS,0U514ZZ,ICD10PCS
9906370,"Removal of Drainage Device from Right Pleural Cavity, Percutaneous Approach",2779346,ICD10PCS,0WP930Z,"Removal of Drainage Device from R Pleural Cav, Perc Approach",59,0.0%,Procedure,ICD10PCS,0WP930Z,ICD10PCS
4150384,Plain Radiography of Abdominal Aorta using Low Osmolar Contrast,2787601,ICD10PCS,B4001ZZ,Plain Radiography of Abdominal Aorta using L Osm Contrast,59,0.0%,Procedure,ICD10PCS,B4001ZZ,ICD10PCS
5086285,"Dilation of Upper Vein with Intraluminal Device, Percutaneous Approach",2735831,ICD10PCS,057Y3DZ,"Dilation of Upper Vein with Intralum Dev, Perc Approach",59,0.0%,Procedure,ICD10PCS,057Y3DZ,ICD10PCS
8553565,"Excision of Left Elbow Bursa and Ligament, Open Approach",2758255,ICD10PCS,0MB40ZZ,"Excision of Left Elbow Bursa and Ligament, Open Approach",59,0.0%,Procedure,ICD10PCS,0MB40ZZ,ICD10PCS
9396041,"Repair Left Conjunctiva, External Approach",2741245,ICD10PCS,08QTXZZ,"Repair Left Conjunctiva, External Approach",59,0.0%,Procedure,ICD10PCS,08QTXZZ,ICD10PCS
9245079,"Removal of Infusion Device from Lower Vein, Percutaneous Approach",2741307,ICD10PCS,06PY33Z,"Removal of Infusion Device from Lower Vein, Perc Approach",59,0.0%,Procedure,ICD10PCS,06PY33Z,ICD10PCS
3004055,"Excision of Right Parotid Duct, Open Approach",2743267,ICD10PCS,0CBB0ZZ,"Excision of Right Parotid Duct, Open Approach",59,0.0%,Procedure,ICD10PCS,0CBB0ZZ,ICD10PCS
8383999,"Reposition Right Humeral Shaft, External Approach",2765323,ICD10PCS,0PSFXZZ,"Reposition Right Humeral Shaft, External Approach",59,0.0%,Procedure,ICD10PCS,0PSFXZZ,ICD10PCS
9499774,"Extirpation of Matter from Left Knee Joint, Open Approach",2771317,ICD10PCS,0SCD0ZZ,"Extirpation of Matter from Left Knee Joint, Open Approach",59,0.0%,Procedure,ICD10PCS,0SCD0ZZ,ICD10PCS
3404288,"Excision of Scrotum, External Approach",2777732,ICD10PCS,0VB5XZZ,"Excision of Scrotum, External Approach",59,0.0%,Procedure,ICD10PCS,0VB5XZZ,ICD10PCS
4737157,"Resection of Left Fallopian Tube, Via Natural or Artificial Opening",2778890,ICD10PCS,0UT67ZZ,"Resection of Left Fallopian Tube, Via Opening",59,0.0%,Procedure,ICD10PCS,0UT67ZZ,ICD10PCS
6388666,"Insertion of Other Device into Prostate and Seminal Vesicles, Open Approach",43017995,ICD10PCS,0VH40YZ,"Insert of Oth Dev into Prostate/Seminal Ves, Open Approach",59,0.0%,Procedure,ICD10PCS,0VH40YZ,ICD10PCS
6220687,"Extraction of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach",2756282,ICD10PCS,0JDC0ZZ,"Extraction of Pelvic Subcu/Fascia, Open Approach",59,0.0%,Procedure,ICD10PCS,0JDC0ZZ,ICD10PCS
5711990,"Bypass Left Kidney Pelvis to Cutaneous with Synthetic Substitute, Percutaneous Approach",2775409,ICD10PCS,0T143JD,"Bypass L Kidney Pelvis to Cutan w Synth Sub, Perc",59,0.0%,Procedure,ICD10PCS,0T143JD,ICD10PCS
6775391,"Extirpation of Matter from Right Anterior Tibial Artery, Open Approach",2731051,ICD10PCS,04CP0ZZ,"Extirpation of Matter from R Ant Tib Art, Open Approach",59,0.0%,Procedure,ICD10PCS,04CP0ZZ,ICD10PCS
8428476,"Drainage of Right Breast, Percutaneous Approach",2750831,ICD10PCS,0H9T3ZZ,"Drainage of Right Breast, Percutaneous Approach",59,0.0%,Procedure,ICD10PCS,0H9T3ZZ,ICD10PCS
6139794,"Reposition Right Fibula with External Fixation Device, Percutaneous Approach",2769224,ICD10PCS,0QSJ35Z,"Reposition Right Fibula with Ext Fix, Perc Approach",59,0.0%,Procedure,ICD10PCS,0QSJ35Z,ICD10PCS
9811149,"Supplement Lumbar Vertebra with Synthetic Substitute, Open Approach",2769728,ICD10PCS,0QU00JZ,"Supplement Lumbar Vertebra with Synth Sub, Open Approach",59,0.0%,Procedure,ICD10PCS,0QU00JZ,ICD10PCS
7591406,"Reposition Products of Conception, Via Natural or Artificial Opening",2785337,ICD10PCS,10S07ZZ,"Reposition Products of Conception, Via Opening",59,0.0%,Procedure,ICD10PCS,10S07ZZ,ICD10PCS
6002202,"Removal of Drainage Device from Liver, Percutaneous Approach",2752271,ICD10PCS,0FP030Z,"Removal of Drainage Device from Liver, Percutaneous Approach",59,0.0%,Procedure,ICD10PCS,0FP030Z,ICD10PCS
6644501,"Reposition Cervical Vertebra, Open Approach",2764825,ICD10PCS,0PS30ZZ,"Reposition Cervical Vertebra, Open Approach",59,0.0%,Procedure,ICD10PCS,0PS30ZZ,ICD10PCS
2690744,Compression of Left Upper Leg using Pressure Dressing,2782792,ICD10PCS,2W1PX6Z,Compression of Left Upper Leg using Pressure Dressing,59,0.0%,Procedure,ICD10PCS,2W1PX6Z,ICD10PCS
3825798,"Monitoring of Arterial Pressure, Coronary, Percutaneous Approach",2787520,ICD10PCS,4A133BC,"Monitoring of Arterial Pressure, Coronary, Perc Approach",59,0.0%,Procedure,ICD10PCS,4A133BC,ICD10PCS
4362432,"Insertion of Infusion Device into Left Pulmonary Artery, Percutaneous Approach",2726315,ICD10PCS,02HR33Z,"Insertion of Infusion Device into L Pulm Art, Perc Approach",59,0.0%,Procedure,ICD10PCS,02HR33Z,ICD10PCS
4322715,"Excision of Left Sphenoid Sinus, Percutaneous Endoscopic Approach, Diagnostic",2742024,ICD10PCS,09BX4ZX,"Excision of Left Sphenoid Sinus, Perc Endo Approach, Diagn",59,0.0%,Procedure,ICD10PCS,09BX4ZX,ICD10PCS
8294254,"Dilation of Right Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",2776685,ICD10PCS,0T738DZ,"Dilation of Right Kidney Pelvis with Intralum Dev, Endo",59,0.0%,Procedure,ICD10PCS,0T738DZ,ICD10PCS
3004508,Fluoroscopy of Left Renal Vein using Low Osmolar Contrast,2789427,ICD10PCS,B51K1ZZ,Fluoroscopy of Left Renal Vein using Low Osmolar Contrast,59,0.0%,Procedure,ICD10PCS,B51K1ZZ,ICD10PCS
2866288,"Fusion of Left Wrist Joint with Internal Fixation Device, Open Approach",2769067,ICD10PCS,0RGP04Z,"Fusion of Left Wrist Joint with Int Fix, Open Approach",59,0.0%,Procedure,ICD10PCS,0RGP04Z,ICD10PCS
4511697,"Repair Right Sphenoid Sinus, Percutaneous Endoscopic Approach",2744101,ICD10PCS,09QW4ZZ,"Repair Right Sphenoid Sinus, Perc Endo Approach",59,0.0%,Procedure,ICD10PCS,09QW4ZZ,ICD10PCS
7740948,"Extirpation of Matter from Sigmoid Colon, Via Natural or Artificial Opening Endoscopic",2748049,ICD10PCS,0DCN8ZZ,"Extirpation of Matter from Sigmoid Colon, Endo",59,0.0%,Procedure,ICD10PCS,0DCN8ZZ,ICD10PCS
8153507,"Restriction of Thoracic Aorta, Descending with Intraluminal Device, Open Approach",2727176,ICD10PCS,02VW0DZ,"Restriction of Thoracic Aorta, Descending with Intraluminal Device, Open Approach",58,0.0%,Procedure,ICD10PCS,02VW0DZ,ICD10PCS
2350257,"Resection of Jejunum, Open Approach",2753164,ICD10PCS,0DTA0ZZ,"Resection of Jejunum, Open Approach",58,0.0%,Procedure,ICD10PCS,0DTA0ZZ,ICD10PCS
2852239,"Transfusion of Autologous Whole Blood into Peripheral Vein, Percutaneous Approach",2788706,ICD10PCS,30233H0,"Transfuse Autol Whole Blood in Periph Vein, Perc",58,0.0%,Procedure,ICD10PCS,30233H0,ICD10PCS
9200520,"Insertion of Defibrillator Lead into Right Ventricle, Open Approach",2726233,ICD10PCS,02HK0KZ,"Insertion of Defib Lead into R Ventricle, Open Approach",58,0.0%,Procedure,ICD10PCS,02HK0KZ,ICD10PCS
4656576,"Dilation of Right Popliteal Artery with Drug-eluting Intraluminal Device, Percutaneous Approach",2732476,ICD10PCS,047M34Z,"Dilation of R Popl Art with Drug-elut, Perc Approach",58,0.0%,Procedure,ICD10PCS,047M34Z,ICD10PCS
9500431,"Release Left Iris, Percutaneous Approach",2740498,ICD10PCS,08ND3ZZ,"Release Left Iris, Percutaneous Approach",58,0.0%,Procedure,ICD10PCS,08ND3ZZ,ICD10PCS
7729996,"Extirpation of Matter from Pharynx, Via Natural or Artificial Opening Endoscopic",2748369,ICD10PCS,0CCM8ZZ,"Extirpation of Matter from Pharynx, Endo",58,0.0%,Procedure,ICD10PCS,0CCM8ZZ,ICD10PCS
5893440,"Excision of Right Elbow Bursa and Ligament, Open Approach",2758249,ICD10PCS,0MB30ZZ,"Excision of Right Elbow Bursa and Ligament, Open Approach",58,0.0%,Procedure,ICD10PCS,0MB30ZZ,ICD10PCS
9111220,"Introduction of Other Anti-infective into Subcutaneous Tissue, Percutaneous Approach",2785972,ICD10PCS,3E01329,"Introduction of Oth Anti-infect into Subcu, Perc Approach",58,0.0%,Procedure,ICD10PCS,3E01329,ICD10PCS
3424156,Plain Radiography of Right Internal Carotid Artery using Low Osmolar Contrast,2786094,ICD10PCS,B3061ZZ,Plain Radiography of R Int Carotid using L Osm Contrast,58,0.0%,Procedure,ICD10PCS,B3061ZZ,ICD10PCS
7416144,Plain Radiography of Intracranial Arteries using Low Osmolar Contrast,2786350,ICD10PCS,B30R1ZZ,Plain Radiography of Intracran Art using L Osm Contrast,58,0.0%,Procedure,ICD10PCS,B30R1ZZ,ICD10PCS
6968209,"Replacement of Right Middle Ear with Autologous Tissue Substitute, Open Approach",2744318,ICD10PCS,09R507Z,"Replacement of R Mid Ear with Autol Sub, Open Approach",58,0.0%,Procedure,ICD10PCS,09R507Z,ICD10PCS
5155303,"Excision of Mesentery, Percutaneous Endoscopic Approach, Diagnostic",2747547,ICD10PCS,0DBV4ZX,"Excision of Mesentery, Perc Endo Approach, Diagn",58,0.0%,Procedure,ICD10PCS,0DBV4ZX,ICD10PCS
7379264,"Replacement of Left Foot Skin with Nonautologous Tissue Substitute, Partial Thickness, External Approach",2757463,ICD10PCS,0HRNXK4,"Replace L Foot Skin w Nonaut Sub, Part Thick, Extern",58,0.0%,Procedure,ICD10PCS,0HRNXK4,ICD10PCS
1805711,"Insertion of Intramedullary Internal Fixation Device into Right Tibia, Open Approach",2768596,ICD10PCS,0QHG06Z,"Insertion of Intramed Fix into R Tibia, Open Approach",58,0.0%,Procedure,ICD10PCS,0QHG06Z,ICD10PCS
8029144,"","",ICD10PCS,BF15ZZA,"Fluoroscopy of Liver, Guidance",58,0.0%,"","","",""
6178068,"Revision of Synthetic Substitute in Cerebral Ventricle, Percutaneous Approach",2723994,ICD10PCS,00W63JZ,"Revision of Synth Sub in Cereb Vent, Perc Approach",58,0.0%,Procedure,ICD10PCS,00W63JZ,ICD10PCS
1271074,"Restriction of Intracranial Artery with Extraluminal Device, Open Approach",2732644,ICD10PCS,03VG0CZ,"Restrict of Intracran Art with Extralum Dev, Open Approach",58,0.0%,Procedure,ICD10PCS,03VG0CZ,ICD10PCS
1288800,"Excision of Right Knee Tendon, Open Approach",2760893,ICD10PCS,0LBQ0ZZ,"Excision of Right Knee Tendon, Open Approach",58,0.0%,Procedure,ICD10PCS,0LBQ0ZZ,ICD10PCS
1893846,"Abortion of Products of Conception, Abortifacient, Via Natural or Artificial Opening",2784560,ICD10PCS,10A07ZX,"Abortion of POC, Abortifacient, Via Opening",58,0.0%,Procedure,ICD10PCS,10A07ZX,ICD10PCS
8972269,"Supplement Right Carpometacarpal Joint with Autologous Tissue Substitute, Open Approach",2769781,ICD10PCS,0RUS07Z,"Supplement R Carpometacarp Jt with Autol Sub, Open Approach",58,0.0%,Procedure,ICD10PCS,0RUS07Z,ICD10PCS
6001578,"Removal of Internal Fixation Device from Right Shoulder Joint, Open Approach",2773148,ICD10PCS,0RPJ04Z,"Removal of Int Fix from R Shoulder Jt, Open Approach",58,0.0%,Procedure,ICD10PCS,0RPJ04Z,ICD10PCS
9272069,"Bypass Right Kidney Pelvis to Cutaneous with Synthetic Substitute, Percutaneous Approach",2775133,ICD10PCS,0T133JD,"Bypass R Kidney Pelvis to Cutan w Synth Sub, Perc",58,0.0%,Procedure,ICD10PCS,0T133JD,ICD10PCS
9237655,"Excision of Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach",2777724,ICD10PCS,0VB34ZZ,"Excision of Bilateral Seminal Vesicles, Perc Endo Approach",58,0.0%,Procedure,ICD10PCS,0VB34ZZ,ICD10PCS
3213308,"Insertion of Infusion Device into Left Axillary Artery, Percutaneous Approach",2728612,ICD10PCS,03H633Z,"Insertion of Infusion Dev into L Axilla Art, Perc Approach",58,0.0%,Procedure,ICD10PCS,03H633Z,ICD10PCS
6216879,"Excision of Left Mandible, Open Approach, Diagnostic",2760370,ICD10PCS,0NBV0ZX,"Excision of Left Mandible, Open Approach, Diagnostic",58,0.0%,Procedure,ICD10PCS,0NBV0ZX,ICD10PCS
